beneficiary_id,full_name,father_or_husband_name,gender,date_of_birth,cnic,phone_number,marital_status,household_size,monthly_income_pkr,address_line,city,province,bank_account_number,welfare_program,registration_date,registration_channel,status,gender_clean,status_clean,date_of_birth_clean,dob_parse_failed,registration_date_clean,reg_date_parse_failed,monthly_income_clean,income_flag,phone_missing,address_missing,is_duplicate_row,data_quality_flags
BEN-000059,Christopher Johnson,Mr. Derek Acosta,Male,1970-06-20,84693-2107682-4,0310-4429360,Widowed,6,12000.0,03040 Landry Harbor,Mardan,Khyber Pakhtunkhwa,PK2835855886815737,Cash Transfer Program,2021-10-21,In-Person Center,Active,Male,Active,1970-06-20,False,2021-10-21,False,12000.0,False,False,False,False,
BEN-000060,Caroline Smith,Christopher Keller,Female,1951-09-26,03206-1270054-6,0301-6469872,Widowed,2,15000.0,582 Kelly Mews,Larkana,Sindh,PK7290050068255065,Elderly Pension Program,2025-03-21,Mobile Registration Van,Active,Female,Active,1951-09-26,False,2025-03-21,False,15000.0,False,False,False,False,
BEN-000061,Isaac Burgess,Richard Gonzalez,Male,1978-06-11,29743-4460629-5,0300-4373855,Widowed,6,0.0,,Quetta  ,Balochistan,PK3296746475277304,Flood Relief Assistance,2022-10-23,Online Portal,Active,Male,Active,1978-06-11,False,2022-10-23,False,0.0,False,False,True,False,address_missing
BEN-000062,Jesse Thompson,Charles Watson,Male,26/04/1975,47469-9259029-6,0320-0450724,Widowed,4,25000.0,18584 Courtney Spring Apt. 774,Faisalabad,Punjab,PK0135394867070978,Flood Relief Assistance,2019-02-22,Mobile Registration Van,Active,Male,Active,1975-04-26,False,2019-02-22,False,25000.0,False,False,False,False,
BEN-000063,Derek Mercado,Roger Mcgrath,Male,1975-08-02,86458-3774800-7,0303-6575320,Married,3,15000.0,331 Yvonne Ville,Larkana,Sindh,PK0522103957965233,Widow & Orphan Support Program,2025-11-05,Mobile Registration Van,Active,Male,Active,1975-08-02,False,2025-11-05,False,15000.0,False,False,False,False,
BEN-000064,Frank Solis,Donald Bender,Male,1967-07-17,86191-1452772-4,0301-6009488,Widowed,3,20000.0,7911 Moore Common Apt. 115,Sibi,Balochistan,PK4561895196179315,Flood Relief Assistance,2021-11-19,Mobile Registration Van,Inactive,Male,Inactive,1967-07-17,False,2021-11-19,False,20000.0,False,False,False,False,
BEN-000065,Todd Hill MD,Edward Gilbert,Male,1968-01-11,55550-2343614-1,0300-7268520,Single,8,20000.0,610 Christopher Fall,Mardan,Khyber Pakhtunkhwa,PK0086938222601662,Widow & Orphan Support Program,2024-06-22,Online Portal,suspended,Male,Suspended,1968-01-11,False,2024-06-22,False,20000.0,False,False,False,False,
BEN-000066,Jeff Morales,Steven Wade,male,14/08/1946,77380-4675065-9,0345-3780441,Widowed,6,0.0,26976 Aaron Drive Apt. 053,  Sibi,Balochistan,PK3926882816933131,Cash Transfer Program,2024-07-23,NGO Referral,Active,Male,Active,1946-08-14,False,2024-07-23,False,0.0,False,False,False,False,
BEN-000067,Dr. Rodney Hopkins  ,Raymond Jackson,Male,11/07/1976,74129-4408443-2,0303-7129624,Widowed,8,8000.0,2527 Taylor Ways,GUJRANWALA,Punjab,PK2017841429352006,Widow & Orphan Support Program,2024-02-02,Mobile Registration Van,Active,Male,Active,1976-07-11,False,2024-02-02,False,8000.0,False,False,False,False,
BEN-000068,Breanna Wilson,Brian Harris,Female,1966-12-22,07595-3793030-9,0303-1238871,Widowed,4,12000.0,775 Martinez Brook,Quetta,Balochistan,PK6207198348670251,Elderly Pension Program,2021-02-15,NGO Referral,Active,Female,Active,1966-12-22,False,2021-02-15,False,12000.0,False,False,False,False,
BEN-000069,Thomas Cobb,Timothy Vaughan,Male,1953-06-12,60526-0462546-2,0333-9455685,Married,9,25000.0,89283 Rebecca Mountains Suite 669,Lahore,Punjab,PK5097318922863956,Widow & Orphan Support Program,2025-03-02,Mobile Registration Van,Active,Male,Active,1953-06-12,False,2025-03-02,False,25000.0,False,False,False,False,
BEN-000070,Sara Herman,Matthew Arias,Female,15/05/1990,15954-5550255-2,0303-1397603,Married,6,0.0,006 Nancy Canyon,Gujranwala,Punjab,PK8281813226407470,Elderly Pension Program,2019-01-02,Online Portal,Active,Female,Active,1990-05-15,False,2019-01-02,False,0.0,False,False,False,False,
BEN-000071,Thomas Santiago,Daniel Patterson,Male,1994-07-17,99964-5636524-4,0333-6573927,Divorced,5,0.0,971 Erica Summit,rawalpindi,Punjab,PK5723785944489466,Elderly Pension Program,2023-12-03,Mobile Registration Van,Suspended,Male,Suspended,1994-07-17,False,2023-12-03,False,0.0,False,False,False,False,
BEN-000072,Andrea Torres,Roger Sweeney,Female,1968-02-24,72745-8092812-2,0302-0239265,Married,5,5000.0,77534 David Crossing Suite 783,Rawalpindi,Punjab,PK5782944516419597,Flood Relief Assistance,2020-08-12,In-Person Center,Suspended,Female,Suspended,1968-02-24,False,2020-08-12,False,5000.0,False,False,False,False,
BEN-000073,Kaitlyn Crawford,Jacob Powell,Female,1970-10-25,06050-9796728-6,0301-4217452,Single,3,5000.0,97936 Pamela Roads Apt. 792,Bahawalpur,Punjab,PK8611475751436992,Widow & Orphan Support Program,2021-12-02,In-Person Center,ACTIVE,Female,Active,1970-10-25,False,2021-12-02,False,5000.0,False,False,False,False,
BEN-000074,Joanna Gonzalez,James Robinson,Female,1989-06-25,75651-8915407-8,0300-3709739,Married,3,5000.0,5277 Rivers Plain Apt. 428,Bahawalpur,Punjab,PK4770226390469227,Widow & Orphan Support Program,2019-11-02,In-Person Center,Actve,Female,Active,1989-06-25,False,2019-11-02,False,5000.0,False,False,False,False,
BEN-000075,Tammy Rose  ,Jacob Thompson,Female,1950-09-23,66969-4501246-7,0301-9706105,Married,2,,4181 Selena Fork Apt. 939,Gujranwala,Punjab,PK6542823978879080,Cash Transfer Program,2022-06-23,Mobile Registration Van,Active,Female,Active,1950-09-23,False,2022-06-23,False,,True,False,False,False,income_flag
BEN-000076,Brian Koch,Kevin Preston,Male,1955-01-24,44827-1417430-5,0345-6459382,Single,7,8000.0,07135 Susan Ford,Bahawalpur,Punjab,PK4461359737365484,Cash Transfer Program,2022-09-26,Mobile Registration Van,Suspended,Male,Suspended,1955-01-24,False,2022-09-26,False,8000.0,False,False,False,False,
BEN-000077,Theodore Pearson,Richard Brooks,male,1984-07-19,22378-6053745-6,0333-2152931,Married,7,25000.0,650 Travis Streets,Gwadar,Balochistan,PK2621950716265111,Flood Relief Assistance,2022-11-27,Online Portal,Inactive,Male,Inactive,1984-07-19,False,2022-11-27,False,25000.0,False,False,False,False,
BEN-000078,Jennifer Garcia,Bill Brown,Female,1979-10-12,27050-7420737-9,0302-7683405,Widowed,1,15000.0,605 Ariel Trace,Hyderabad,Sindh,PK9583555611298181,Cash Transfer Program,2020-01-10,NGO Referral,Suspended,Female,Suspended,1979-10-12,False,2020-01-10,False,15000.0,False,False,False,False,
BEN-000079,Jamie Murray,Michael Carson,Female,2006-11-29,09105-0370077-0,0320-3694318,Divorced,2,15000.0,731 Christopher Lodge Apt. 021,Hyderabad,Sindh,PK1866694153221060,Cash Transfer Program,2025-06-11,Online Portal,suspended,Female,Suspended,2006-11-29,False,2025-06-11,False,15000.0,False,False,False,False,
BEN-000080,Diana Smith,Richard Pope II,Female,1989-08-31,09036-3349455-7,0303-1545228,Single,7,0.0,727 Mary Wall,sibi,Balochistan,PK5045190383052340,Disability Support Program,2024-06-28,NGO Referral,Active,Female,Active,1989-08-31,False,2024-06-28,False,0.0,False,False,False,False,
BEN-000081,William Wilson,Paul Lyons,Male,1969-06-08,88397-7831875-7,,Widowed,2,12000.0,88524 Guerrero Junction,Hyderabad,Sindh,PK0439539637693735,Widow & Orphan Support Program,2023-12-04,Online Portal,Active,Male,Active,1969-06-08,False,2023-12-04,False,12000.0,False,True,False,False,phone_missing
BEN-000082,Dr. Jennifer Lamb,Russell Vargas,Female,1985-11-03,60934-6383711-8,0300-3586953,Widowed,8,8000.0,116 Henson Port Suite 159,Sibi,Balochistan,PK9853402828707458,Elderly Pension Program,2023-06-11,NGO Referral,Suspended,Female,Suspended,1985-11-03,False,2023-06-11,False,8000.0,False,False,False,False,
BEN-000083,Meghan Foster,Aaron Edwards,Female,1980-05-15,70517-5190319-1,0300-9023397,Widowed,6,12000.0,41463 Karen Circles Suite 126,Sibi,Balochistan,PK4848468560027084,Elderly Pension Program,2025-03-07,Mobile Registration Van,Active,Female,Active,1980-05-15,False,2025-03-07,False,12000.0,False,False,False,False,
