beneficiary_id,full_name,father_or_husband_name,gender,date_of_birth,cnic,phone_number,marital_status,household_size,monthly_income_pkr,address_line,city,province,bank_account_number,welfare_program,registration_date,registration_channel,status,gender_clean,status_clean,date_of_birth_clean,dob_parse_failed,registration_date_clean,reg_date_parse_failed,monthly_income_clean,income_flag,phone_missing,address_missing,is_duplicate_row,data_quality_flags
BEN-000020,Felicia Anderson,Christopher Ramos DDS,Female,1978-11-12,03424-6116364-9,0302-2646842,Married,6,25000.0,28059 Russell Canyon,Lahore,Punjab,PK0992964398133260,Flood Relief Assistance,2022-01-29,In-Person Center,Suspended,Female,Suspended,1978-11-12,False,2022-01-29,False,25000.0,False,False,False,False,
BEN-000021,Steven Flynn,Steven Clark,Male,1957-09-09,82127-7610607-0,,Widowed,4,15000.0,8692 Michelle Union,Gwadar,Balochistan,PK5982848731919879,Elderly Pension Program,2023-02-07,In-Person Center,Inactive,Male,Inactive,1957-09-09,False,2023-02-07,False,15000.0,False,True,False,False,phone_missing
BEN-000022,Stanley Johnson,Gary Galvan,MALE,1995-04-11,66589-1208592-1,,Single,8,8000.0,2160 Walker Viaduct,Peshawar,Khyber Pakhtunkhwa,PK2533965578686926,Disability Support Program,2023-12-22,NGO Referral,Active,Male,Active,1995-04-11,False,2023-12-22,False,8000.0,False,True,False,False,phone_missing
BEN-000023,Hannah Hoover,Daniel Keller,female,1967-10-26,96029-9802690-5,0303-9728558,Married,6,-5000.0,45868 Crosby Crescent Suite 294,Sialkot,Punjab,PK3190811216007231,Cash Transfer Program,2020-06-03,NGO Referral,Suspended,Female,Suspended,1967-10-26,False,2020-06-03,False,,True,False,False,False,income_flag
BEN-000024,Kyle Reed,Jeffrey Joyce,Male,02/08/1948,35426-7963609-6,0333-6490060,Widowed,8,25000.0,0608 Michael Cliff,Rawalpindi  ,Punjab,PK6573525471685848,Flood Relief Assistance,2022-10-20,NGO Referral,Inactive,Male,Inactive,1948-08-02,False,2022-10-20,False,25000.0,False,False,False,False,
BEN-000025,Tammie Hanson,Caleb Mccullough,Female,1975-03-17,63190-8007855-8,0320-6489490,Widowed,7,8000.0,6482 Robert Light Apt. 994,Faisalabad,Punjab,PK6352621837588986,Elderly Pension Program,2019-04-18,Online Portal,Active,Female,Active,1975-03-17,False,2019-04-18,False,8000.0,False,False,False,False,
BEN-000026,Roy Torres,Richard Lawson,Male,1962-08-20,08541-6072433-5,0301-8170044,Divorced,6,,3872 Justin Shore Suite 134,Abbottabad,Khyber Pakhtunkhwa,PK4253165532902977,Widow & Orphan Support Program,2022-09-05,In-Person Center,Active,Male,Active,1962-08-20,False,2022-09-05,False,,True,False,False,False,income_flag
BEN-000027,Christina Johnson,John Atkinson,Female,1945-09-03,52563-3744034-6,0333-2491946,Widowed,3,12000.0,936 Ross Drive Apt. 163,Quetta,Balochistan,PK0825533331515937,Disability Support Program,2021-08-25,In-Person Center,Active,Female,Active,1945-09-03,False,2021-08-25,False,12000.0,False,False,False,False,
BEN-000028,Tina Holmes,David Charles,F,1971-10-06,70964-5568693-5,0302-4467530,Divorced,3,25000.0,889 Dodson Mills Suite 872,Hyderabad,Sindh,PK4080886545784863,Flood Relief Assistance,2024-08-15,Mobile Registration Van,Active,Female,Active,1971-10-06,False,2024-08-15,False,25000.0,False,False,False,False,
BEN-000029,Karen Green,Mark Cannon,female,03/03/1976,06079-5639376-0,0320-0062769,Married,6,20000.0,7143 Rogers Plains,Bahawalpur,Punjab,PK3513963593378687,Elderly Pension Program,2020-01-18,NGO Referral,Suspended,Female,Suspended,1976-03-03,False,2020-01-18,False,20000.0,False,False,False,False,
BEN-000030,Brittany Reyes,Daniel Perry,Female,23/03/1963,93719-1275575-5,0302-5116697,Single,5,5000.0,0366 Melissa Track Suite 705,Faisalabad,Punjab,PK4624274538483994,Widow & Orphan Support Program,2023-04-14,NGO Referral,Active,Female,Active,1963-03-23,False,2023-04-14,False,5000.0,False,False,False,False,
BEN-000031,James Snow,Joshua Navarro,Male,1995-02-11,43975-1014580-3,0345-8943330,Married,1,20000.0,3467 Paul Skyway,Sukkur,Sindh,PK0986712861740028,Elderly Pension Program,2025-10-29,NGO Referral,active,Male,Active,1995-02-11,False,2025-10-29,False,20000.0,False,False,False,False,
BEN-000032,Jennifer Martin,Cameron Dean,Female,1942-07-22,26608-4565720-5,0303-5165395,Single,2,0.0,901 Taylor Mountain Apt. 046,Sukkur  ,Sindh,PK3469207376773058,Disability Support Program,2024-03-18,NGO Referral,Active,Female,Active,1942-07-22,False,2024-03-18,False,0.0,False,False,False,False,
BEN-000033,Jesse Rogers,Donald Bean,Male,1969-05-22,20109-5952713-0,0320-2744493,Married,8,0.0,0805 Debra Tunnel,Sialkot,Punjab,PK4495870685306364,Flood Relief Assistance,2022-12-10,NGO Referral,Active,Male,Active,1969-05-22,False,2022-12-10,False,0.0,False,False,False,False,
BEN-000034,Amanda Johnson,Ryan Howell,Female,1956-12-10,64571-0864126-5,0333-9014340,Married,1,0.0,193 Lyons Trafficway Suite 299,Gwadar,Balochistan,PK5362174352249294,Cash Transfer Program,2020-07-09,In-Person Center,Inactive,Female,Inactive,1956-12-10,False,2020-07-09,False,0.0,False,False,False,False,
BEN-000035,Dr. Richard Martin,Kenneth Hickman,Male,1979-11-17,30588-7967512-2,,Single,6,20000.0,3193 Heidi Hollow Apt. 905,Quetta,Balochistan,PK0374445130451855,Disability Support Program,2023-11-08,In-Person Center,Active,Male,Active,1979-11-17,False,2023-11-08,False,20000.0,False,True,False,False,phone_missing
BEN-000036,Matthew Jones,Adam Fisher,Male,21/01/1974,92952-0192660-2,0302-1693908,Single,3,8000.0,7262 Gilbert Plain Suite 769,Mardan,Khyber Pakhtunkhwa,PK0656746462948620,Cash Transfer Program,2020-10-09,NGO Referral,Inactive,Male,Inactive,1974-01-21,False,2020-10-09,False,8000.0,False,False,False,False,
BEN-000037,Sarah Rivas,Stephen Sanchez,Female,27/04/1972,18393-3751214-2,0301-0984998,Widowed,6,15000.0,0752 Lewis Union Suite 549,Quetta  ,Balochistan,PK1194840342502586,Widow & Orphan Support Program,2025-01-07,In-Person Center,Active,Female,Active,1972-04-27,False,2025-01-07,False,15000.0,False,False,False,False,
BEN-000038,Desiree Smith,Bradley Cortez,Female,11/12/1973,40053-2345866-2,0301-3739715,Single,6,25000.0,777 Christopher Forges,Sukkur,Sindh,PK0134465361972385,Elderly Pension Program,2022-05-12,NGO Referral,Active,Female,Active,1973-12-11,False,2022-05-12,False,25000.0,False,False,False,False,
BEN-000039,Dana Beck,Juan Cooper,FEMALE,2008-06-29,38865-2695204-8,0333-1609103,Married,7,15000.0,7444 David Fields Suite 182,PESHAWAR,Khyber Pakhtunkhwa,PK4256487755943945,Elderly Pension Program,2022-12-22,Online Portal,Suspended,Female,Suspended,2008-06-29,False,2022-12-22,False,15000.0,False,False,False,False,
BEN-000040,  Nancy Hill,Philip Carlson,female,25/05/2007,29977-6445972-9,0333-8337109,Single,5,15000.0,3524 Jean Crossroad,Hyderabad,Sindh,PK3424259616526560,Flood Relief Assistance,2022-09-14,NGO Referral,Active,Female,Active,2007-05-25,False,2022-09-14,False,15000.0,False,False,False,False,
BEN-000041,William  Tran,Cameron Oneill,Male,1974-02-06,68467-2207627-0,0302-4890871,Widowed,3,12000.0,477 Peterson Center,Gujranwala,Punjab,PK8051929549841114,Widow & Orphan Support Program,2021-02-01,In-Person Center,Active,Male,Active,1974-02-06,False,2021-02-01,False,12000.0,False,False,False,False,
BEN-000042,Shannon Wilson,John Ray,Female,1987-05-27,43409-4903423-9,0300-2326416,Widowed,7,25000.0,94131 Obrien Turnpike,Hyderabad,Sindh,PK6693294493797887,Elderly Pension Program,2019-12-02,NGO Referral,Suspended,Female,Suspended,1987-05-27,False,2019-12-02,False,25000.0,False,False,False,False,
BEN-000043,  Patricia James,Edward Chapman,Female,18/11/1969,89251-8467484-0,0345-1455630,Widowed,2,0.0,133 Guerrero Estate,Gujranwala,Punjab,PK8750309909047796,Flood Relief Assistance,2023-03-14,NGO Referral,Inactive,Female,Inactive,1969-11-18,False,2023-03-14,False,0.0,False,False,False,False,
BEN-000044,  Kristen Moore,Michael Harrison,Female,1942-12-10,63155-7200265-8,0333-8232971,Divorced,9,5000.0,471 Sandra Turnpike Apt. 618,Quetta,Balochistan,PK6982054682045771,Widow & Orphan Support Program,2021-08-17,Online Portal,Suspended,Female,Suspended,1942-12-10,False,2021-08-17,False,5000.0,False,False,False,False,
BEN-000045,Brittany Baker,Anthony Sparks,Female,1981-03-09,54255-7165036-6,0320-6421522,Married,3,20000.0,1746 Mason Park Suite 190,Sukkur,Sindh,PK8959512269807126,Elderly Pension Program,2019-06-11,In-Person Center,Active,Female,Active,1981-03-09,False,2019-06-11,False,20000.0,False,False,False,False,
BEN-000046,Nicholas Munoz,Darryl Craig,Male,28/03/1999,90991-9426295-4,0333-4633848,Divorced,6,8000.0,490 Thomas Run,  Quetta,Balochistan,PK7323087055721252,Elderly Pension Program,2022-10-14,Online Portal,Inactive,Male,Inactive,1999-03-28,False,2022-10-14,False,8000.0,False,False,False,False,
BEN-000047,Diana Shea,Robert Costa,female,1972-09-06,15189-9580800-2,0303-0124069,Divorced,6,5000.0,5125 Steele Heights Suite 807,Quetta,Balochistan,PK6054075256491952,Elderly Pension Program,2024-11-26,Online Portal,Active,Female,Active,1972-09-06,False,2024-11-26,False,5000.0,False,False,False,False,
BEN-000048,Dawn Wilson,Sean Bryan,Female,1940-10-19,42628-0960434-0,0302-0863998,Single,6,12000.0,0385 Garrett Trace Apt. 348,Quetta,Balochistan,PK2965296256180218,Flood Relief Assistance,2019-11-12,Online Portal,Active,Female,Active,1940-10-19,False,2019-11-12,False,12000.0,False,False,False,True,is_duplicate_row
BEN-000049,Dwayne Gilmore,Allen Mccoy,Male,1995-01-28,37760-7302066-9,0333-9367425,Divorced,9,8000.0,8086 Jeffrey Ville,  Sibi,Balochistan,PK4660677017673103,Widow & Orphan Support Program,2022-01-09,In-Person Center,Actve,Male,Active,1995-01-28,False,2022-01-09,False,8000.0,False,False,False,False,
BEN-000050,Joel Wilson,Jonathan Moran,Male,1975-04-29,54030-5332309-3,0302-6122112,Widowed,8,15000.0,7737 Patrick Rapid Apt. 146,Larkana,Sindh,PK4022651139368338,Elderly Pension Program,2020-07-11,Online Portal,Active,Male,Active,1975-04-29,False,2020-07-11,False,15000.0,False,False,False,False,
BEN-000051,Richard Adams,Nicholas Monroe,Male,1980-02-27,92645-2383155-8,0302-6594742,Single,3,12000.0,78755 Gibson Islands Apt. 396,Gwadar,Balochistan,PK8744626770944596,Elderly Pension Program,2019-05-31,Online Portal,Suspended,Male,Suspended,1980-02-27,False,2019-05-31,False,12000.0,False,False,False,False,
BEN-000052,Reginald Williams,Michael Shepherd,Male,23/12/1966,61656-6937102-8,0303-4375530,Single,4,20000.0,0289 Kane Well,Bahawalpur,Punjab,PK2908733753074007,Cash Transfer Program,2022-11-06,In-Person Center,Active,Male,Active,1966-12-23,False,2022-11-06,False,20000.0,False,False,False,False,
BEN-000053,Brett Lozano  ,Charles Pitts,Male,2006-09-05,44761-6378440-3,0303-2775753,Married,6,15000.0,4596 Melissa Walk,Hyderabad,Sindh,PK4285656538687260,Disability Support Program,2022-07-06,In-Person Center,Active,Male,Active,2006-09-05,False,2022-07-06,False,15000.0,False,False,False,False,
BEN-000054,Kimberly Finley,Stephen Freeman,FEMALE,1977-07-06,13554-4599112-2,0320-8689413,Divorced,6,20000.0,43161 Scott Square,Multan,Punjab,PK4474157202275745,Elderly Pension Program,2020-04-12,Online Portal,Suspended,Female,Suspended,1977-07-06,False,2020-04-12,False,20000.0,False,False,False,False,
BEN-000055,Alyssa  Nguyen,Ian Jordan,Female,1957-04-30,24762-8028081-3,0303-8537611,Married,8,15000.0,222 Chelsea Light Apt. 792,Bahawalpur,Punjab,PK8855519259598174,Cash Transfer Program,2022-02-09,Mobile Registration Van,Active,Female,Active,1957-04-30,False,2022-02-09,False,15000.0,False,False,False,False,
BEN-000056,MARK STEVENS,Steven Marshall,Male,1960-04-12,83166-3077476-5,0345-9307774,Widowed,4,25000.0,75946 Bryant Hollow,sukkur,Sindh,PK8739843251878706,Flood Relief Assistance,2019-03-08,In-Person Center,Active,Male,Active,1960-04-12,False,2019-03-08,False,25000.0,False,False,False,False,
BEN-000057,Janice Webb,Kenneth Andrews,Female,2008-03-23,99838-8030660-4,0303-4002055,Divorced,7,5000.0,64090 Wall Heights Apt. 953,Quetta,Balochistan,PK0689410371381771,Disability Support Program,2019-10-08,In-Person Center,Suspended,Female,Suspended,2008-03-23,False,2019-10-08,False,5000.0,False,False,False,False,
BEN-000058,Marc Byrd,Matthew Massey,Male,1983-06-11,79642-8117347-3,0310-6267290,Widowed,4,20000.0,7095 Christopher Hill,Gwadar,Balochistan,PK2613677232608033,Flood Relief Assistance,2025-05-17,NGO Referral,Active,Male,Active,1983-06-11,False,2025-05-17,False,20000.0,False,False,False,False,
BEN-000059,Jason Gonzalez,Shawn Diaz,Male,1974-11-05,02007-5654705-9,0302-2352853,Single,1,15000.0,47451 Mccarty Divide Apt. 685,Quetta,Balochistan,PK3492291606610104,Widow & Orphan Support Program,2024-11-12,Online Portal,Active,Male,Active,1974-11-05,False,2024-11-12,False,15000.0,False,False,False,False,
BEN-000060,Jennifer Baker,Jacob Curry,Female,20/07/1958,83452-9645081-2,0310-7861708,Single,2,25000.0,513 Johnson Points Suite 931,Sukkur,Sindh,PK2431985974347203,Elderly Pension Program,2019-08-04,Mobile Registration Van,Active,Female,Active,1958-07-20,False,2019-08-04,False,25000.0,False,False,False,False,
BEN-000061,John Haynes,Bruce Williams,Male,1943-04-03,28350-2536454-3,0303-1905660,Widowed,8,25000.0,13826 Watson Summit Suite 926,Quetta,Balochistan,PK0687152409709857,Widow & Orphan Support Program,2024-02-21,In-Person Center,Suspended,Male,Suspended,1943-04-03,False,2024-02-21,False,25000.0,False,False,False,False,
BEN-000062,Roy Gilbert,Douglas Vaughn,Male,01/07/1955,54922-3877320-3,0302-7511445,Married,2,15000.0,51585 Raymond Field Apt. 713,Larkana,Sindh,PK4480837628179302,Disability Support Program,2019-05-08,NGO Referral,Inactive,Male,Inactive,1955-07-01,False,2019-05-08,False,15000.0,False,False,False,False,
BEN-000063,Kyle Smith,David Martinez,Male,11/02/1979,71072-1469059-1,0300-9168088,Single,2,25000.0,393 Mark Drive,Rawalpindi,Punjab,PK0415830612128062,Widow & Orphan Support Program,2024-08-05,NGO Referral,Suspended,Male,Suspended,1979-02-11,False,2024-08-05,False,25000.0,False,False,False,False,
BEN-000064,linda ramirez,William Fernandez DDS,Female,1948-03-13,11856-8797354-9,0320-3132870,Divorced,5,12000.0,05395 Grant Center,Lahore,Punjab,PK5799162890928738,Disability Support Program,2020-12-22,Mobile Registration Van,Suspended,Female,Suspended,1948-03-13,False,2020-12-22,False,12000.0,False,False,False,False,
BEN-000065,Jennifer Wilson,Jerome Cox,FEMALE,1981-02-02,55198-4340225-0,0320-9217983,Single,6,15000.0,390 Ellis Burgs Apt. 766,Peshawar,Khyber Pakhtunkhwa,PK1711530765339746,Flood Relief Assistance,2022-07-23,Mobile Registration Van,Suspended,Female,Suspended,1981-02-02,False,2022-07-23,False,15000.0,False,False,False,False,
BEN-000066,Katherine Browning,Bobby Franklin,Female,1945-03-10,72107-5875138-9,0303-6143033,Single,7,8000.0,985 Vang Pines Suite 789,Hyderabad,Sindh,PK8673026377044148,Widow & Orphan Support Program,2025-02-14,NGO Referral,Active,Female,Active,1945-03-10,False,2025-02-14,False,8000.0,False,False,False,False,
BEN-000067,Rebecca Wilson,Shawn Arnold,Female,1999-07-30,70021-3810993-9,0345-7466403,Married,8,0.0,3657 Perry Court Suite 654,Hyderabad,Sindh,PK4595620354000864,Cash Transfer Program,2019-04-16,Mobile Registration Van,active,Female,Active,1999-07-30,False,2019-04-16,False,0.0,False,False,False,True,is_duplicate_row
BEN-000068,Brittany Leblanc,Ronald Davis,Female,1947-04-16,74826-3331042-4,0300-1606847,Married,2,8000.0,80988 Santiago Loop Suite 604,Rawalpindi,Punjab,PK5884584840975986,Elderly Pension Program,2020-08-26,In-Person Center,Inactive,Female,Inactive,1947-04-16,False,2020-08-26,False,8000.0,False,False,False,False,
BEN-000069,Guy Lane,Matthew Walker,Male,1948-01-30,00628-1537805-8,0320-8590757,Single,4,5000.0,49368 Chelsea Shoals Suite 024,hyderabad,Sindh,PK4157995125343460,Widow & Orphan Support Program,2023-07-09,Mobile Registration Van,Suspended,Male,Suspended,1948-01-30,False,2023-07-09,False,5000.0,False,False,False,False,
BEN-000070,Ellen Morgan,Sergio Knight,FEMALE,23/12/1967,27980-8324608-2,0310-9482461,Married,6,20000.0,018 Nicholas Motorway,Rawalpindi,Punjab,PK9445307074755182,Cash Transfer Program,2021-10-18,In-Person Center,Inactive,Female,Inactive,1967-12-23,False,2021-10-18,False,20000.0,False,False,False,False,
BEN-000071,Jacob Griffith,Keith Miller,Male,1944-04-19,85610-3518531-4,0301-2315986,Married,5,8000.0,014 Stanley Oval,Mardan,Khyber Pakhtunkhwa,PK2407709660283964,Flood Relief Assistance,2022-11-29,NGO Referral,Active,Male,Active,1944-04-19,False,2022-11-29,False,8000.0,False,False,False,False,
BEN-000072,Jason Lewis  ,Gregory Rodriguez,male,03/11/1986,65099-8552643-4,0320-8278217,Single,9,25000.0,403 Joyce Centers Apt. 343,GWADAR,Balochistan,PK8866676924307517,Disability Support Program,2024-12-29,NGO Referral,Active,Male,Active,1986-11-03,False,2024-12-29,False,25000.0,False,False,False,False,
BEN-000073,Pamela Roberts,Jonathan Jordan,Female,04/07/1949,47759-9862284-5,0320-2284859,Single,5,0.0,851 Hensley Canyon,Hyderabad,Sindh,PK4116548193989181,Cash Transfer Program,2024-06-20,Online Portal,Active,Female,Active,1949-07-04,False,2024-06-20,False,0.0,False,False,False,False,
BEN-000074,Julia Miller,Jeffrey Sullivan,Female,02/04/1984,27517-7144440-8,0303-7987500,Married,8,8000.0,60529 Collier Lake Apt. 613,Lahore,Punjab,PK2831530094554619,Flood Relief Assistance,2023-01-11,Mobile Registration Van,Active,Female,Active,1984-04-02,False,2023-01-11,False,8000.0,False,False,False,False,
BEN-000075,Jennifer Miller,Patrick Walker,Female,1993-09-13,92051-7736765-0,0301-6064354,Married,4,20000.0,188 Rebecca Keys,Multan,Punjab,PK2604156748562746,Widow & Orphan Support Program,2024-11-12,Mobile Registration Van,Active,Female,Active,1993-09-13,False,2024-11-12,False,20000.0,False,False,False,False,
BEN-000076,TINA BREWER,Brian Scott,Female,1952-07-09,42930-6986105-1,0310-6492088,Widowed,1,15000.0,127 Webster Trace,Mardan,Khyber Pakhtunkhwa,PK3641880163892733,Cash Transfer Program,2023-06-30,NGO Referral,Inactive,Female,Inactive,1952-07-09,False,2023-06-30,False,15000.0,False,False,False,False,
BEN-000077,Melanie Macias,William Morris,Female,2006-10-01,48117-9819454-9,0333-7688784,Divorced,8,25000.0,71774 Vargas Knoll Apt. 477,Sibi,Balochistan,PK1402376755963570,Disability Support Program,2024-05-27,Online Portal,Inactive,Female,Inactive,2006-10-01,False,2024-05-27,False,25000.0,False,False,False,True,is_duplicate_row
BEN-000078,Jacob Mitchell,William Davis,M,1981-02-13,88804-2902642-7,0345-8484146,Single,3,15000.0,9807 Marc Mountains Apt. 071,Lahore,Punjab,PK4058796856438883,Elderly Pension Program,2025-09-23,NGO Referral,ACTIVE,Male,Active,1981-02-13,False,2025-09-23,False,15000.0,False,False,False,False,
BEN-000079,Sara Haas,Matthew Williams,Female,03/11/1988,38925-7011771-9,0303-1934771,Divorced,4,0.0,892 Watson Haven Suite 659,Lahore,Punjab,PK0661845590754597,Disability Support Program,2025-06-27,Mobile Registration Van,Active,Female,Active,1988-11-03,False,2025-06-27,False,0.0,False,False,False,False,
BEN-000080,Mark Cook,Justin Hughes,Male,09/11/1957,84662-3328168-8,0310-8537522,Widowed,6,15000.0,1925 Ponce Square,Sibi,Balochistan,PK6917915677559768,Elderly Pension Program,2022-03-17,NGO Referral,ACTIVE,Male,Active,1957-11-09,False,2022-03-17,False,15000.0,False,False,False,False,
BEN-000081,Carl Fletcher,Justin Schneider,male,22/01/1963,61712-2862708-1,0303-7527726,Divorced,3,0.0,816 Smith Inlet,Rawalpindi,Punjab,PK3993502678897675,Elderly Pension Program,2021-03-15,Mobile Registration Van,Active,Male,Active,1963-01-22,False,2021-03-15,False,0.0,False,False,False,False,
BEN-000082,Cindy Meza,Darrell Taylor,Female,1945-12-20,71022-1804909-9,0300-7683750,Widowed,3,5000.0,880 Walter River,Karachi,Sindh,PK5957154386329645,Cash Transfer Program,2020-04-14,Online Portal,Inactive,Female,Inactive,1945-12-20,False,2020-04-14,False,5000.0,False,False,False,False,
BEN-000083,James Martin  ,Ray Lamb,MALE,1951-12-24,99352-9838408-3,0320-5919500,Married,6,12000.0,65379 Goodwin Tunnel Suite 383,Karachi,Sindh,PK8415797697143007,Elderly Pension Program,2019-10-16,Mobile Registration Van,Active,Male,Active,1951-12-24,False,2019-10-16,False,12000.0,False,False,False,False,
