national_id_no,full_name,gender,date_of_birth,address,id_issue_date,id_status,linked_beneficiary_id,gender_clean,date_of_birth_clean,dob_parse_failed,id_issue_date_clean,issue_date_parse_failed,address_missing,id_status_missing,no_linked_beneficiary,data_quality_flags
58912-0660571-2,Eric Bell,Male,1977-05-26,"71022 Aaron Pine Apt. 315, Mardan",2017-07-11,Expired,BEN-001500,Male,1977-05-26,False,2017-07-11,False,False,False,False,
21373-9180184-8,Emily Tyler,Female,1978-06-29,"1612 Jeanette Rd Suite 723, Quetta",2021-09-17,Active,BEN-004529,Female,1978-06-29,False,2021-09-17,False,False,False,False,
08709-2320599-4,  Jeffrey Collins,Male,1953-03-04,"Sindh, Karachi, 029 Alison Junction",2013-09-15,Active,BEN-005830,Male,1953-03-04,False,2013-09-15,False,False,False,False,
35707-7034528-0,Derek Matthews,Male,1999-04-05,"Khyber Pakhtunkhwa, Peshawar, 482 Melinda Corner",2019-02-22,Active,BEN-004339,Male,1999-04-05,False,2019-02-22,False,False,False,False,
38952-5493871-4,Courtney Perez,Female,1984-04-22,"Sindh, Karachi, 202 Stewart Keys",2013-12-16,Active,BEN-008986,Female,1984-04-22,False,2013-12-16,False,False,False,False,
58313-5948701-8,Scott Gordon,Male,1942-12-31,"Punjab, Faisalabad, 353 Huff Squares",2019-04-06,Active,BEN-006106,Male,1942-12-31,False,2019-04-06,False,False,False,False,
11115-9035347-2,Colleen  Torres,Female,1984-04-27,"Punjab, Sialkot, 618 Fisher Pine",2020-10-23,Active,BEN-005488,Female,1984-04-27,False,2020-10-23,False,False,False,False,
33894-5710887-2,Vincent Carr,Male,1942-03-23,"Punjab, Davidmouth, 329 Erickson Cape",2018-03-17,Active,,Male,1942-03-23,False,2018-03-17,False,False,False,True,
08834-8567073-5,Justin Hale,Male,2005-04-06,"2234 Holloway Viaduct Suite 660, Sialkot, Punjab",2020-12-17,Active,BEN-003191,Male,2005-04-06,False,2020-12-17,False,False,False,False,
65474-9310496-4,Rodney Macdonald,Male,28-03-1945,"6410 Ho Ville, Garciaville, Punjab",2012-03-06,Active,,Male,1945-03-28,False,2012-03-06,False,False,False,True,
68429-9371516-9,Zachary Williams,Male,1969-07-28,"6817 Tara Common, Hyderabad",2023-01-03,Active,BEN-004975,Male,1969-07-28,False,2023-01-03,False,False,False,False,
50177-0269915-8,Kelly Jimenez,Male,1952-11-10,"0576 Sexton Burg Suite 059, Rawalpindi",2019-05-03,Active,BEN-000549,Male,1952-11-10,False,2019-05-03,False,False,False,False,
10784-6102855-9,Melissa Smith,Female,2005-04-10,"Balochistan, Sibi, 280 James Trace",2012-08-10,Expired,BEN-007058,Female,2005-04-10,False,2012-08-10,False,False,False,False,
56002-2645551-4,Lindsey Turner,Female,1973-02-06,"786 Veronica Square, Sukkur, Sindh",2023-06-26,Active,BEN-009719,Female,1973-02-06,False,2023-06-26,False,False,False,False,
32067-4526877-1,Sandra Day,Female,2007-01-20,"Punjab, Smithborough, 029 Shelby Glens Suite 199",2013-05-07,Active,,Female,2007-01-20,False,2013-05-07,False,False,False,True,
43638-3646365-3,Danny Hamilton,Male,1985-02-19,"94281 Wilson Oval, Karachi",2020-06-19,Active,BEN-006207,Male,1985-02-19,False,2020-06-19,False,False,False,False,
44560-7455754-2,Joseph Velazquez,Male,1956-07-14,"713 Williams Park, Mardan",2020-05-23,Active,BEN-002433,Male,1956-07-14,False,2020-05-23,False,False,False,False,
16825-6685396-8,Deborah Sanford,Female,1950-07-03,"612 Taylor Radial, Swat, Khyber Pakhtunkhwa",2023-07-21,Active,BEN-000087,Female,1950-07-03,False,2023-07-21,False,False,False,False,
97917-4220558-9,Kathleen Donovan,Female,1951-01-26,"048 Erin Rest Apt. 639, Sukkur",2020-07-16,Active,BEN-002019,Female,1951-01-26,False,2020-07-16,False,False,False,False,
45436-3849218-9,athryn Evans,Female,02-07-1959,"822 Rodriguez Bridge Apt. 162, Gujranwala, Punjab",2017-03-20,Active,BEN-007459,Female,1959-07-02,False,2017-03-20,False,False,False,False,
94844-2812096-6,Jessica Casey,Female,1946-10-24,"Khyber Pakhtunkhwa, Abbottabad, 97413 Ward Motorway Apt. 140",2023-10-21,Expired,BEN-003419,Female,1946-10-24,False,2023-10-21,False,False,False,False,
08741-8388520-2,Chris Marshall  ,Male,1981-05-25,"03043 Troy Rds, Lahore",2020-05-29,Active,BEN-004475,Male,1981-05-25,False,2020-05-29,False,False,False,False,
45273-0927887-4,Douglas Rice,Male,1962-04-20,"Sindh, Sukkur, 82040 Dylan Fields Apt. 427",2024-05-06,Active,BEN-006855,Male,1962-04-20,False,2024-05-06,False,False,False,False,
97323-6427155-5,Margaret Yang,Female,10-07-2005,"376 Jennifer Cove Suite 335, Port Tammy, Punjab",2022-06-26,Active,,Female,2005-07-10,False,2022-06-26,False,False,False,True,
27162-1355325-4,DanielY oung,Male,2003-02-17,"Punjab, Faisalabad, 7044 Alexis Stream Suite 877",2019-05-05,Active,BEN-004063,Male,2003-02-17,False,2019-05-05,False,False,False,False,
17382-3480868-0,Robert Ray,Male,1947-08-14,"7300 Zachary Vista Apt. 524, Rawalpindi, Punjab",2017-09-25,Expired,BEN-009870,Male,1947-08-14,False,2017-09-25,False,False,False,False,
23702-0028234-9,Robert Garcia,Male,1987-06-06,"376 Michael Knoll, Larkana, Sindh",2022-09-21,Active,BEN-003870,Male,1987-06-06,False,2022-09-21,False,False,False,False,
60583-5218886-0,Michael Watts,Male,16-02-1984,"Punjab, Port Vincenttown, 0198 Hoover Forge Suite 806",2022-11-11,Active,,Male,1984-02-16,False,2022-11-11,False,False,False,True,
04476-0982449-8,Daniel Rodrigez,Male,20-04-1971,"174 Walker Spur, Sibi",2012-03-11,Expired,BEN-003606,Male,1971-04-20,False,2012-03-11,False,False,False,False,
98775-7008566-3,  Michael Hansen,Male,2001-09-28,"Punjab, Wallaceburgh, 935 Matthew Canyon Suite 238",2019-09-25,Expired,,Male,2001-09-28,False,2019-09-25,False,False,False,True,
61803-6815450-9,Ruth Moon,Female,1974-08-07,"Punjab, Lahore, 643 Brian Mountain",2024-08-26,Active,BEN-001496,Female,1974-08-07,False,2024-08-26,False,False,False,False,
71027-8023135-9,Austin Rivers,Male,18-04-1956,"626 Sharp Rapid Apt. 430, Sibi",2017-11-14,Active,BEN-002383,Male,1956-04-18,False,2017-11-14,False,False,False,False,
35269-6580687-7,Sarah Romero,Female,1969-08-12,"Punjab, Sialkot, 644 Cole Green Suite 165",2017-05-09,Expired,BEN-008724,Female,1969-08-12,False,2017-05-09,False,False,False,False,
30663-3462994-8,Zachary Campbell,Male,2001-04-17,"1075 Kevin Rue, Swat",2022-12-22,Active,BEN-006469,Male,2001-04-17,False,2022-12-22,False,False,False,False,
46800-4770329-3,Larry Silva,Male,1982-03-09,"2816 Samuel Trafficway Suite 465, Quetta",2016-03-08,Active,BEN-008890,Male,1982-03-09,False,2016-03-08,False,False,False,False,
64221-1500007-7,  Margaret Adams,Female,22-06-1982,"Khyber Pakhtunkhwa, Abbottabad, 5298 Roy Station Apt. 033",2021-04-27,Active,BEN-009961,Female,1982-06-22,False,2021-04-27,False,False,False,False,
35241-1279008-7,Aaron Harrell,Male,1943-11-17,"Khyber Pakhtunkhwa, Abbottabad, 3579 Suzanne Burg Suite 435",2024-12-22,Active,BEN-006682,Male,1943-11-17,False,2024-12-22,False,False,False,False,
93469-8640203-5,Lynn Contreras,Female,1967-11-20,"Punjab, Gujranwala, 644 Morgan Islands Apt. 136",2024-10-22,Active,BEN-006390,Female,1967-11-20,False,2024-10-22,False,False,False,False,
69466-4685560-2,Mario Davis,Male,1942-01-24,"Balochistan, Quetta, 95196 Gonzalez Falls",2019-11-04,Active,BEN-002407,Male,1942-01-24,False,2019-11-04,False,False,False,False,
93622-8060910-9,Eric Wallace,Male,1969-03-25,"9930 Stephanie Square, Peshawar, Khyber Pakhtunkhwa",2021-07-01,Active,BEN-005246,Male,1969-03-25,False,2021-07-01,False,False,False,False,
45929-7551470-0,Philip Strickland,Male,2001-02-24,"952 Price Crest Suite 016, Quetta, Balochistan",2018-10-17,Active,BEN-004402,Male,2001-02-24,False,2018-10-17,False,False,False,False,
79332-2710725-4,Amanda Horn,Female,1966-06-19,"Punjab, Faisalabad, 021 Rodney Dam",2023-06-30,Active,BEN-002946,Female,1966-06-19,False,2023-06-30,False,False,False,False,
72085-3435911-4,Kely Davis,Female,1996-05-18,"612 Ryan Valley, Hyderabad, Sindh",2023-05-26,Active,BEN-008335,Female,1996-05-18,False,2023-05-26,False,False,False,False,
56729-7245078-8,Bradley James,Male,1947-09-22,"212 Lyons Estates, Lahore",2018-08-30,Active,BEN-007696,Male,1947-09-22,False,2018-08-30,False,False,False,False,
27554-3000285-5,Lrry Wells,Male,1956-01-16,"3019 Christopher Coves, Larkana, Sindh",2014-10-17,Expired,BEN-003821,Male,1956-01-16,False,2014-10-17,False,False,False,False,
62531-7492898-0,Julie Robinson DDS,Female,1975-09-08,"053 Hannah Well Apt. 062, Robinsonbury, Punjab",2023-10-07,Active,,Female,1975-09-08,False,2023-10-07,False,False,False,True,
52531-4814288-8,Ryan Gonzalez,Male,1973-07-13,"7354 Adams Club Apt. 055, Mardan, Khyber Pakhtunkhwa",2017-05-08,Active,BEN-007906,Male,1973-07-13,False,2017-05-08,False,False,False,False,
44595-8147105-7,MR. Jason Patterson,Male,1983-06-22,"Sindh, Larkana, 215 Stephenson Throughway",2020-03-11,Active,BEN-005266,Male,1983-06-22,False,2020-03-11,False,False,False,False,
73287-0293654-6,Angela iWlkins,Female,1949-03-18,"104 Brent Ports, Sibi",2015-12-03,Expired,BEN-005968,Female,1949-03-18,False,2015-12-03,False,False,False,False,
21220-1604006-5,Samantha Hernandez,Female,1959-02-01,"77192 Wolf Orchard, Lahore",2018-02-09,Active,BEN-008320,Female,1959-02-01,False,2018-02-09,False,False,False,False,
86525-6430961-4,Mary Ellis,Female,1945-08-16,"929 Cole Road, Whiteport, Punjab",2020-04-29,Active,,Female,1945-08-16,False,2020-04-29,False,False,False,True,
86011-8234334-9,Thomas Ramirez,Male,1982-05-01,"444 Price Burg, South Nicholas, Punjab",2024-03-23,Active,,Male,1982-05-01,False,2024-03-23,False,False,False,True,
72961-7688764-8,Joseph Moore,Male,2000-12-23,"07569 Lee Flats, Sukkur, Sindh",2021-09-06,Active,BEN-003607,Male,2000-12-23,False,2021-09-06,False,False,False,False,
76328-1423825-2,Adrew Becker,Male,1980-03-26,"0945 Eric Wells, Quetta, Balochistan",2018-03-05,Active,BEN-003153,Male,1980-03-26,False,2018-03-05,False,False,False,False,
96150-6542959-1,Jennifer Schwartz,Female,08-09-1941,"Punjab, Amandafurt, 291 Goodwin Lakes Suite 047",2019-01-05,Active,,Female,1941-09-08,False,2019-01-05,False,False,False,True,
86768-3424893-7,Albert Perkins,Male,16-02-2001,"95569 Barry Branch Apt. 607, Karachi",2018-05-20,Active,BEN-001725,Male,2001-02-16,False,2018-05-20,False,False,False,False,
63510-9466701-2,Benjamin Price,Male,26-03-1959,"Punjab, Multan, 9553 Frost Groves Apt. 017",2021-03-31,Active,BEN-004581,Male,1959-03-26,False,2021-03-31,False,False,False,False,
21629-8756946-4,WilLiam Lawrence,Male,06-12-1962,"Balochistan, Quetta, 8824 Francis Street Apt. 443",2024-07-09,Expired,BEN-002109,Male,1962-12-06,False,2024-07-09,False,False,False,False,
26474-0975123-7,Christopher Hill,Male,12-02-1993,"Balochistan, Gwadar, 3566 Mary Divide",2018-05-09,Expired,BEN-005495,Male,1993-02-12,False,2018-05-09,False,False,False,False,
72890-3325279-3,Wendy Brown,Female,1985-09-26,"Punjab, North Tara, 14443 Garza Cliff Suite 920",2022-06-06,Active,,Female,1985-09-26,False,2022-06-06,False,False,False,True,
19897-9049853-6,Nicholas Davis,Male,1985-12-21,"7104 Elizabeth Tunnel Apt. 503, Mardan",2014-11-26,Expired,BEN-001394,Male,1985-12-21,False,2014-11-26,False,False,False,False,
84488-9623278-0,Elizabeth mathis,Female,1997-04-09,"Balochistan, Quetta, 04697 Kelly Greens Suite 894",2020-09-24,Active,BEN-007879,Female,1997-04-09,False,2020-09-24,False,False,False,False,
90700-5763668-7,Michael Wood,Male,1989-02-18,"30658 Hunt Bypass, East Frank",2015-10-16,Active,,Male,1989-02-18,False,2015-10-16,False,False,False,True,
71914-3503216-3,Charles Brown,Male,1996-01-28,"471 Holden Field, Hawkinsmouth",2020-10-02,Active,,Male,1996-01-28,False,2020-10-02,False,False,False,True,
43248-1399442-1,Brian Warren,Male,1983-06-04,"Khyber Pakhtunkhwa, Mardan, 260 Ethan Falls Apt. 443",2012-09-18,Active,BEN-009803,Male,1983-06-04,False,2012-09-18,False,False,False,False,
98947-5170151-2,DONNA HORTON,Female,1988-01-25,"45413 Marshall Extensions Apt. 510, Sukkur",2015-02-08,Expired,BEN-002857,Female,1988-01-25,False,2015-02-08,False,False,False,False,
03615-3749667-5,Kathy Dixon,Female,1978-12-08,"92741 Irwin Turnpike, Sibi",2020-05-20,Expired,BEN-005038,Female,1978-12-08,False,2020-05-20,False,False,False,False,
05253-1613217-3,Pamela Morales,Female,1989-01-21,"63726 Michelle Meadow, Gwadar",2012-02-05,Expired,BEN-008026,Female,1989-01-21,False,2012-02-05,False,False,False,False,
44229-6377620-8,Kaitlyn Gonzales,Female,1982-01-08,"Sindh, Hyderabad, 218 Jeffrey Mission",2018-08-30,Active,BEN-008036,Female,1982-01-08,False,2018-08-30,False,False,False,False,
98324-7957818-7,Christian Robertson,Male,1973-06-04,,2022-01-29,Active,,Male,1973-06-04,False,2022-01-29,False,True,False,True,address_missing
19719-6196645-1,Miguel Morton,Male,1967-01-09,"Punjab, Rawalpindi, 0089 John Cape",2024-04-25,Active,BEN-008891,Male,1967-01-09,False,2024-04-25,False,False,False,False,
42395-4855159-5,Jessica Williams,Female,1967-06-18,"450 Alvarado Path Suite 075, Swat, Khyber Pakhtunkhwa",2021-09-03,Active,BEN-007823,Female,1967-06-18,False,2021-09-03,False,False,False,False,
09419-2862741-8,ERIC STEPHENS,Male,03-08-1974,"Khyber Pakhtunkhwa, Abbottabad, 9119 Hickman Lake Apt. 459",2022-07-20,,BEN-005865,Male,1974-08-03,False,2022-07-20,False,False,True,False,id_status_missing
89863-2258538-6,Jessica Wiggins,Female,1965-09-24,"Sindh, Karachi, 60783 Mark Corners Suite 152",2014-10-15,Expired,BEN-004098,Female,1965-09-24,False,2014-10-15,False,False,False,False,
56230-7110971-2,MatThew Hamilton,Male,1962-09-29,"Punjab, Multan, 099 Vincent Row Suite 579",2025-03-21,Active,BEN-002887,Male,1962-09-29,False,2025-03-21,False,False,False,False,
22278-2281409-2,PATRICIA BERNARD,Female,1996-09-03,"7339 Adam Freeway Suite 372, Karachi, Sindh",2023-05-28,,BEN-005615,Female,1996-09-03,False,2023-05-28,False,False,True,False,id_status_missing
33468-9503059-2,andrew simpson,Male,01-01-1988,"29483 Jones Valleys Suite 677, North Mark, Punjab",2019-07-31,Expired,,Male,1988-01-01,False,2019-07-31,False,False,False,True,
02422-1036250-0,Matthew Bradley,Male,16-05-1959,"Sindh, Karachi, 03313 Tamara Expressway",2013-01-20,Expired,BEN-001423,Male,1959-05-16,False,2013-01-20,False,False,False,False,
60162-8078988-8,Emily Frederick,Female,27-03-1952,"31877 Sandoval Flats Apt. 847, Lake Cynthia, Punjab",2024-01-22,Expired,,Female,1952-03-27,False,2024-01-22,False,False,False,True,
51091-6679301-7,Isaac Hall,Male,1991-02-16,"0175 Anthony Grove, Quetta",2016-05-12,Active,BEN-007601,Male,1991-02-16,False,2016-05-12,False,False,False,False,
28676-5869703-8,Kerri Bennett,Female,21-02-1968,"23718 Williams Dam Apt. 420, Karachi",2016-01-01,Active,BEN-008076,Female,1968-02-21,False,2016-01-01,False,False,False,False,
42547-8239765-0,Melanie Crawford,Female,1981-08-29,"Balochistan, Sibi, 946 Katrina Shoals",2015-03-28,Active,BEN-001494,Female,1981-08-29,False,2015-03-28,False,False,False,False,
51377-5278171-6,William Benson,Male,1976-03-27,"19155 Jones Hill, Gwadar, Balochistan",2012-05-16,Active,BEN-008029,Male,1976-03-27,False,2012-05-16,False,False,False,False,
61561-7842272-6,Adam Acosta,Male,1971-12-07,"410 April Village Apt. 682, Rawalpindi",2017-07-01,Active,BEN-005105,Male,1971-12-07,False,2017-07-01,False,False,False,False,
28772-7528931-2,Michael Roberts,Male,1951-06-30,"440 Phillip Wall, Sibi, Balochistan",2015-07-24,Expired,BEN-001561,Male,1951-06-30,False,2015-07-24,False,False,False,False,
24936-1387181-7,Samantha Black,Female,1999-03-24,"942 Webster Parkways Suite 646, West William, Punjab",2017-07-22,Expired,,Female,1999-03-24,False,2017-07-22,False,False,False,True,
25619-2622885-3,Marissa Richards,Female,1967-12-20,"4047 Destiny Track, Multan, Punjab",2019-11-05,Active,BEN-008063,Female,1967-12-20,False,2019-11-05,False,False,False,False,
83362-8637335-5,Derek Pierce,Male,1949-03-06,"304 Anderson Rapids, Sibi",2014-12-31,Active,BEN-003656,Male,1949-03-06,False,2014-12-31,False,False,False,False,
47733-5590103-8,Natalie Mcgrath,Female,1957-05-15,"156 Shelby Spurs, Swat",2017-06-25,Expired,BEN-006737,Female,1957-05-15,False,2017-06-25,False,False,False,False,
30451-9028127-1,Mr. Jay Lewis,Male,1948-03-02,"404 Fisher Isle Apt. 175, Rawalpindi",2012-12-19,Expired,BEN-003811,Male,1948-03-02,False,2012-12-19,False,False,False,False,
25813-2669533-1,Rebecca Paul,Female,2007-02-09,"4757 Jennifer Parks, Quetta",2011-10-02,Active,BEN-005845,Female,2007-02-09,False,2011-10-02,False,False,False,False,
95171-2061633-1,Mindy Allen,Female,1968-04-02,"519 Joseph Crescent Apt. 496, Gwadar, Balochistan",2024-06-25,Active,BEN-005991,Female,1968-04-02,False,2024-06-25,False,False,False,False,
69761-2555755-9,Caleb Carroll,Male,1950-10-25,"172 Bell Fields, Lauraside, Punjab",2020-01-05,Active,,Male,1950-10-25,False,2020-01-05,False,False,False,True,
96954-5641322-1,William Heman,Male,1960-10-25,"921 Armstrong Stream, Hyderabad, Sindh",2025-04-14,Active,BEN-007336,Male,1960-10-25,False,2025-04-14,False,False,False,False,
44986-3953591-4,Jimmy eHrrera,Male,1965-05-14,"632 Saunders Track Apt. 448, Karachi, Sindh",2020-10-28,Active,BEN-008239,Male,1965-05-14,False,2020-10-28,False,False,False,False,
78948-4239233-7,Aaron Butler,Male,1974-06-18,"38725 Arthur Place Suite 126, Gwadar",2019-08-05,Active,BEN-005161,Male,1974-06-18,False,2019-08-05,False,False,False,False,
95767-4120068-1,Mr. Xavier Campbell,Male,1982-09-30,"5705 Gerald Row, North Jenniferborough, Punjab",2020-01-11,Active,,Male,1982-09-30,False,2020-01-11,False,False,False,True,
37487-9994337-1,Daniel Taylor,Male,1965-10-24,"7593 Jason Plaza Apt. 164, Peshawar",2014-09-03,Expired,BEN-004820,Male,1965-10-24,False,2014-09-03,False,False,False,False,
66351-7886403-2,RachelJ ames,Female,2001-03-07,"1530 Torres Club Suite 420, Faisalabad",2013-10-04,Active,BEN-002054,Female,2001-03-07,False,2013-10-04,False,False,False,False,
51392-0164874-2,Matthew Powell,Male,08-06-2004,"Punjab, Faisalabad, 542 Cantrell Inlet Suite 823",2015-01-18,Active,BEN-003498,Male,2004-06-08,False,2015-01-18,False,False,False,False,
48322-7425036-6,Zachary Carney,Male,2001-01-21,"029 Brooke Corners, Sibi",2012-11-27,Expired,BEN-005533,Male,2001-01-21,False,2012-11-27,False,False,False,False,
88540-5828066-6,Peter Dunn,Male,2007-11-01,"2105 Juan Neck, Sialkot, Punjab",2023-05-07,Expired,BEN-006686,Male,2007-11-01,False,2023-05-07,False,False,False,False,
98079-0263488-3,Mr. Bobby Graham,Male,1971-08-19,"Khyber Pakhtunkhwa, Mardan, 8954 Jacob Valley",2012-08-02,Active,BEN-007717,Male,1971-08-19,False,2012-08-02,False,False,False,False,
27648-9495052-4,Juan Esparza  ,Male,1990-10-19,"696 Nancy Cape, Larkana",2015-03-05,Active,BEN-003141,Male,1990-10-19,False,2015-03-05,False,False,False,False,
40037-8283356-3,Timothy Thompson,Male,1941-12-05,"Khyber Pakhtunkhwa, Mardan, 4708 Colon Village",2018-01-11,Active,BEN-002142,Male,1941-12-05,False,2018-01-11,False,False,False,False,
83118-4425920-2,Jose Anderson,Male,1944-03-30,"9307 John Prairie Apt. 595, Sialkot",2024-07-19,Active,BEN-006170,Male,1944-03-30,False,2024-07-19,False,False,False,False,
81135-5653691-8,Martha rGant,Female,1941-10-25,"Punjab, Gujranwala, 9615 Courtney Corner Apt. 557",2015-11-06,Active,BEN-003857,Female,1941-10-25,False,2015-11-06,False,False,False,False,
65069-1756758-4,BRITTANY HERMAN,Female,1955-06-30,"Khyber Pakhtunkhwa, Mardan, 409 Virginia Cliff",2019-01-29,Active,BEN-001811,Female,1955-06-30,False,2019-01-29,False,False,False,False,
82527-6865608-7,Margaret Moreno,Female,1995-04-09,"205 Randolph Canyon Suite 274, Mardan, Khyber Pakhtunkhwa",2017-05-24,Active,BEN-004797,Female,1995-04-09,False,2017-05-24,False,False,False,False,
10714-1317768-2,Penny Stone,Female,1954-05-22,"Balochistan, Quetta, 619 Alexander Inlet Apt. 704",2013-01-15,Active,BEN-005944,Female,1954-05-22,False,2013-01-15,False,False,False,False,
65333-5097355-0,Niocle Carter,Female,2001-04-04,"Balochistan, Quetta, 2520 Gabriel Brook Apt. 081",2014-04-26,,BEN-006337,Female,2001-04-04,False,2014-04-26,False,False,True,False,id_status_missing
38838-7194268-2,Nicole Nelson,Female,1989-08-29,"905 Hull Junctions Apt. 932, Sukkur",2021-02-06,Active,BEN-002599,Female,1989-08-29,False,2021-02-06,False,False,False,False,
49042-7325203-7,John Smith,Male,1981-01-21,"816 Derrick Lane, New Ann",2016-10-29,Expired,,Male,1981-01-21,False,2016-10-29,False,False,False,True,
