disbursement_id,beneficiary_id,bank_account_number,amount_pkr,disbursement_cycle,disbursement_date,payment_method,branch_or_agent_code,status,status_clean,disbursement_date_clean,disb_date_parse_failed,amount_pkr_clean,amount_flag,payment_method_missing,data_quality_flags,shared_bank_account_flag,orphaned_beneficiary_flag
DSB-0013575,BEN-004119,PK6463783803627479,5000,2025-05,2025-05-28,Bank Transfer,BR-175,Success,Success,2025-05-28,False,5000.0,False,False,,True,False
DSB-0004173,BEN-001269,PK4171553693504183,6000,2025-03,2025-03-15,Bank Transfer,BR-118,pending,Pending,2025-03-15,False,6000.0,False,False,,True,False
DSB-0012288,BEN-003744,PK1629066929683155,10000,2025-07,2025-07-13,Bank Transfer,BR-178,Pending,Pending,2025-07-13,False,10000.0,False,False,,True,False
DSB-0003769,BEN-001139,PK6742585443264498,"10,000",2025-03,2025-03-07,Bank Transfer,BR-192,Reversed,Reversed,2025-03-07,False,10000.0,False,False,,True,False
DSB-0018049,BEN-004699,PK1783555318383489,"Rs. 8,000",2025-04,2025-04-15,Mobile Wallet,BR-244,Success,Success,2025-04-15,False,0.8,False,False,,True,False
DSB-0002293,BEN-000692,PK6394488718409770,6000,2025-06,2025-06-12,Mobile Wallet,BR-224,Success,Success,2025-06-12,False,6000.0,False,False,,True,False
DSB-0002028,BEN-000623,PK9129998863235593,10000,2025-03,2025-03-06,Bank Transfer,BR-170,Reversed,Reversed,2025-03-06,False,10000.0,False,False,,True,False
DSB-0004341,BEN-001326,PK4012885151487856,"Rs. 7,500",2025-05,2025-05-03,Mobile Wallet,BR-125,Success,Success,2025-05-03,False,0.75,False,False,,True,False
DSB-0015024,BEN-004547,PK4063397454199270,10000,2025-06,2025-06-14,Mobile Wallet,BR-177,Success,Success,2025-06-14,False,10000.0,False,False,,True,False
DSB-0002605,BEN-000794,PK1256000324627499,6000,2025-02,2025-02-22,Bank Transfer,BR-286,Reversed,Reversed,2025-02-22,False,6000.0,False,False,,True,False
DSB-0005666,BEN-001701,PK5989057517947173,10000,2025-07,2025-07-02,Bank Transfer,BR-156,Success,Success,2025-07-02,False,10000.0,False,False,,True,False
DSB-0006004,BEN-001793,PK6326609604178078,5000,2025-05,2025-05-02,Cash Pickup,BR-253,Success,Success,2025-05-02,False,5000.0,False,False,,True,False
DSB-0001066,BEN-000326,PK7401155345724853,8000,2025-03,2025-03-23,Mobile Wallet,BR-223,Success,Success,2025-03-23,False,8000.0,False,False,,True,False
DSB-0004127,BEN-001248,PK2432491196232691,6000,2025-05,2025-05-19,Bank Transfer,BR-234,Reversed,Reversed,2025-05-19,False,6000.0,False,False,,True,False
DSB-0013976,BEN-004228,PK9843433080488836,8000,2025-02,2025-02-08,Mobile Wallet,BR-284,Success,Success,2025-02-08,False,8000.0,False,False,,True,False
DSB-0003017,BEN-000921,PK0223155002705079,8000,2025-03,2025-03-12,Mobile Wallet,BR-296,Success,Success,2025-03-12,False,8000.0,False,False,,True,False
DSB-0003221,BEN-000993,PK8108067106135313,8000,2025-06,2025-06-23,Bank Transfer,BR-130,Success,Success,2025-06-23,False,8000.0,False,False,,True,False
DSB-0005928,BEN-001772,PK1226795372616254,"10,000",2025-06,2025-06-14,Cash Pickup,BR-136,Pending,Pending,2025-06-14,False,10000.0,False,False,,True,False
DSB-0013101,BEN-003979,PK9092386898109717,5000,2025-03,2025-03-22,Bank Transfer,BR-153,Succes,Success,2025-03-22,False,5000.0,False,False,,True,False
DSB-0009590,BEN-002928,PK2395893549610627,7500,2025-04,2025-04-21,Bank Transfer,BR-142,Success,Success,2025-04-21,False,7500.0,False,False,,True,False
DSB-0014884,BEN-004500,PK0511883737811184,5000,2025-05,2025-05-01,Bank Transfer,BR-280,Success,Success,2025-05-01,False,5000.0,False,False,,True,False
DSB-0006686,BEN-002017,PK4972137600610061,5000,2025-03,2025-03-01,Bank Transfer,BR-267,Pending,Pending,2025-03-01,False,5000.0,False,False,,True,False
DSB-0004114,BEN-001246,PK5842426531497994,8000,2025-02,2025-02-16,Bank Transfer,BR-217,Pending,Pending,2025-02-16,False,8000.0,False,False,,True,False
DSB-0000138,BEN-000044,PK9505618095623422,8000,2025-02,2025-02-23,Bank Transfer,BR-117,Success,Success,2025-02-23,False,8000.0,False,False,,True,False
DSB-0012133,BEN-003691,PK0055793718235944,10000,2025-03,2025-03-21,Bank Transfer,BR-113,Success,Success,2025-03-21,False,10000.0,False,False,,True,False
DSB-0006709,BEN-002022,PK4311691606948996,6000,2025-04,2025-04-24,Cash Pickup,BR-265,Reversed,Reversed,2025-04-24,False,6000.0,False,False,,True,False
DSB-0004172,BEN-001269,PK4171553693504183,10000,2025-02,2025-02-19,Bank Transfer,BR-250,Succes,Success,2025-02-19,False,10000.0,False,False,,True,False
DSB-0005957,BEN-001783,PK7209616933754495,5000,2025-03,2025-03-21,Bank Transfer,BR-161,Success,Success,2025-03-21,False,5000.0,False,False,,True,False
DSB-0006042,BEN-001806,PK5581574012923305,5000,2025-02,2025-02-23,Cash Pickup,BR-173,Reversed,Reversed,2025-02-23,False,5000.0,False,False,,True,False
DSB-0017801,BEN-003776,PK3601618419407890,6000,2025-06,2025-06-11,,BR-136,Succes,Success,2025-06-11,False,6000.0,False,True,payment_method_missing,True,False
DSB-0015809,BEN-004775,PK8775695753589655,6000,2025-02,2025-02-18,Mobile Wallet,BR-290,Reversed,Reversed,2025-02-18,False,6000.0,False,False,,True,False
DSB-0012771,BEN-003891,PK0676739687852814,"Rs. 8,000",2025-03,2025-03-16,Cash Pickup,BR-137,Success,Success,2025-03-16,False,0.8,False,False,,True,False
DSB-0009922,BEN-003033,PK8661391434922623,7500,2025-05,2025-05-12,Bank Transfer,BR-257,Pending,Pending,2025-05-12,False,7500.0,False,False,,True,False
DSB-0014865,BEN-004495,PK1739754653742020,7500,2025-04,2025-04-26,Cash Pickup,BR-245,Success,Success,2025-04-26,False,7500.0,False,False,,True,False
DSB-0009574,BEN-002922,PK2386044810808667,8000,2025-05,2025-05-21,Cash Pickup,BR-117,Pending,Pending,2025-05-21,False,8000.0,False,False,,True,False
DSB-0013293,BEN-004037,PK2517692305475363,7500,2025-03,2025-03-26,Cash Pickup,BR-285,Pending,Pending,2025-03-26,False,7500.0,False,False,,True,False
DSB-0009276,BEN-002828,PK3068407264267048,5000,2025-05,2025-05-08,Bank Transfer,BR-123,Success,Success,2025-05-08,False,5000.0,False,False,,True,False
DSB-0004929,BEN-001491,PK6839578829081820,"Rs. 5,000",2025-04,2025-04-26,Bank Transfer,BR-157,Pending,Pending,2025-04-26,False,0.5,False,False,,True,False
DSB-0016137,BEN-004870,PK9207299028610486,5000,2025-07,2025-07-17,Bank Transfer,BR-255,Reversed,Reversed,2025-07-17,False,5000.0,False,False,,True,False
DSB-0016818,BEN-003043,PK6168483761343148,"Rs. 8,000",2025-02,2025-02-11,Bank Transfer,BR-215,Success,Success,2025-02-11,False,0.8,False,False,,True,False
DSB-0014866,BEN-004495,PK1739754653742020,7500,2025-05,2025-05-02,Mobile Wallet,BR-213,Success,Success,2025-05-02,False,7500.0,False,False,,True,False
DSB-0011566,BEN-003516,PK8332743931564060,7500,2025-05,2025-05-01,Mobile Wallet,BR-192,Success,Success,2025-05-01,False,7500.0,False,False,,True,False
DSB-0011649,BEN-003536,PK8717796440727280,10000,2025-03,2025-03-24,Cash Pickup,BR-211,Reversed,Reversed,2025-03-24,False,10000.0,False,False,,True,False
DSB-0008356,BEN-002524,PK9229243606646777,"8,000",2025-04,2025-04-14,Mobile Wallet,BR-208,Pending,Pending,2025-04-14,False,8000.0,False,False,,True,False
DSB-0014863,BEN-004495,PK1739754653742020,8000,2025-02,,Bank Transfer,BR-160,Succes,Success,,False,8000.0,False,False,,True,False
DSB-0013596,BEN-004123,PK9843277756373675,10000,2025-03,2025-03-15,Mobile Wallet,BR-278,Success,Success,2025-03-15,False,10000.0,False,False,,True,False
DSB-0005836,BEN-001743,PK1557228826143968,10000,2025-07,2025-07-20,Cash Pickup,BR-294,Success,Success,2025-07-20,False,10000.0,False,False,,True,False
DSB-0017851,BEN-001209,PK4968143524634620,6000,2025-04,2025-04-23,Bank Transfer,BR-279,Succes,Success,2025-04-23,False,6000.0,False,False,,True,False
DSB-0007396,BEN-002238,PK9867955555669858,"Rs. 8,000",2025-07,2025-07-16,Cash Pickup,BR-134,Reversed,Reversed,2025-07-16,False,0.8,False,False,,True,False
DSB-0000505,BEN-000161,PK4904060202270547,6000,2025-05,2025-05-14,Cash Pickup,BR-281,Success,Success,2025-05-14,False,6000.0,False,False,,True,False
DSB-0001887,BEN-000574,PK7730641172418196,5000,2025-07,2025-07-09,Cash Pickup,BR-202,Reversed,Reversed,2025-07-09,False,5000.0,False,False,,True,False
DSB-0017321,BEN-003488,PK9207299028610486,7500,2025-06,2025-06-15,Cash Pickup,BR-187,Reversed,Reversed,2025-06-15,False,7500.0,False,False,,True,False
DSB-0001693,BEN-000515,PK2017146640822215,7500,2025-05,2025-05-10,Cash Pickup,BR-224,Success,Success,2025-05-10,False,7500.0,False,False,,True,False
DSB-0007744,BEN-002343,PK9066696807767005,10000,2025-02,2025-02-04,Mobile Wallet,BR-279,Success,Success,2025-02-04,False,10000.0,False,False,,True,False
DSB-0009087,BEN-002756,PK7560248345594919,7500,2025-03,2025-03-17,Bank Transfer,BR-114,Success,Success,2025-03-17,False,7500.0,False,False,,True,False
DSB-0008737,BEN-002641,PK2971530074841461,7500,2025-02,2025-02-03,Bank Transfer,BR-255,Success,Success,2025-02-03,False,7500.0,False,False,,True,False
DSB-0002015,BEN-000617,PK4322939289062570,5000,2025-07,2025-07-14,Cash Pickup,BR-162,Pending,Pending,2025-07-14,False,5000.0,False,False,,True,False
DSB-0012961,BEN-003940,PK1203619902863198,"6,000",2025-05,2025-05-12,Cash Pickup,BR-254,Pending,Pending,2025-05-12,False,6000.0,False,False,,True,False
DSB-0006718,BEN-002023,PK1069711701673941,"7,500",2025-07,2025-07-18,Mobile Wallet,BR-108,Pending,Pending,2025-07-18,False,7500.0,False,False,,True,False
DSB-0001203,BEN-000362,PK4929212653718905,5000,2025-07,2025-07-26,Mobile Wallet,BR-104,Reversed,Reversed,2025-07-26,False,5000.0,False,False,,True,False
DSB-0010535,BEN-003230,PK3974786792354188,6000,2025-07,2025-07-09,Bank Transfer,BR-231,Success,Success,2025-07-09,False,6000.0,False,False,,True,False
DSB-0002318,BEN-000699,PK7493630736052900,"5,000",2025-07,2025-07-25,Mobile Wallet,BR-183,Success,Success,2025-07-25,False,5000.0,False,False,,True,False
DSB-0005847,BEN-001747,PK4344105114295459,6000,2025-07,2025-07-24,Mobile Wallet,BR-246,Reversed,Reversed,2025-07-24,False,6000.0,False,False,,True,False
DSB-0005490,BEN-001656,PK6729528817465770,8000,2025-05,2025-05-07,Bank Transfer,BR-125,Pending,Pending,2025-05-07,False,8000.0,False,False,,True,False
DSB-0012841,BEN-003910,PK6273797293746559,"Rs. 8,000",2025-04,2025-04-22,Cash Pickup,BR-211,Pending,Pending,2025-04-22,False,0.8,False,False,,True,False
DSB-0001144,BEN-000347,PK7094435356881918,8000,2025-04,2025-04-22,Cash Pickup,BR-229,Pending,Pending,2025-04-22,False,8000.0,False,False,,True,False
DSB-0010377,BEN-003187,PK5793092520226586,"Rs. 5,000",2025-05,2025-05-07,Cash Pickup,BR-198,Success,Success,2025-05-07,False,0.5,False,False,,True,False
DSB-0003757,BEN-001136,PK6997652321165032,10000,2025-03,2025-03-02,Cash Pickup,BR-296,Success,Success,2025-03-02,False,10000.0,False,False,,True,False
DSB-0014705,BEN-004443,PK5810435039057072,6000,2025-03,2025-03-20,Mobile Wallet,BR-119,Success,Success,2025-03-20,False,6000.0,False,False,,True,False
DSB-0010452,BEN-003206,PK6342540327379708,8000,2025-05,,Cash Pickup,BR-127,Success,Success,,False,8000.0,False,False,,True,False
DSB-0005129,BEN-001550,PK2056043481739229,5000,2025-03,2025-03-24,Bank Transfer,BR-167,pending,Pending,2025-03-24,False,5000.0,False,False,,True,False
DSB-0002743,BEN-000836,PK2989446352179216,5000,2025-02,2025-02-04,Bank Transfer,BR-209,Pending,Pending,2025-02-04,False,5000.0,False,False,,True,False
DSB-0005298,BEN-001595,PK9401745918592375,8000,2025-06,2025-06-10,Cash Pickup,BR-280,Success,Success,2025-06-10,False,8000.0,False,False,,True,False
DSB-0015483,BEN-004675,PK1944380681694196,10000,2025-07,2025-07-17,Cash Pickup,BR-251,reversed,Reversed,2025-07-17,False,10000.0,False,False,,True,False
DSB-0017981,BEN-000381,PK6670201244972967,7500,2025-03,2025-03-22,Mobile Wallet,BR-228,Success,Success,2025-03-22,False,7500.0,False,False,,True,False
DSB-0016304,BEN-004939,PK8827568642684460,8000,2025-03,2025-03-04,Cash Pickup,BR-198,Success,Success,2025-03-04,False,8000.0,False,False,,True,False
DSB-0004803,BEN-001460,PK5403807798697653,5000,2025-03,2025-03-13,Mobile Wallet,BR-181,Reversed,Reversed,2025-03-13,False,5000.0,False,False,,True,False
DSB-0004490,BEN-001367,PK1035271643162734,5000,2025-07,2025-07-14,Cash Pickup,BR-231,Reversed,Reversed,2025-07-14,False,5000.0,False,False,,True,False
DSB-0013385,BEN-004066,PK0867293923945806,6000,2025-03,2025-03-20,Mobile Wallet,BR-287,Success,Success,2025-03-20,False,6000.0,False,False,,True,False
DSB-0009683,BEN-002950,PK9255390436419457,10000,2025-06,2025-06-06,Mobile Wallet,BR-171,Success,Success,2025-06-06,False,10000.0,False,False,,True,False
DSB-0003723,BEN-001124,PK7549556267017068,7500,2025-04,2025-04-27,Bank Transfer,BR-266,Pending,Pending,2025-04-27,False,7500.0,False,False,,True,False
DSB-0014050,BEN-004257,PK1155299982310869,7500,2025-05,2025-05-25,Bank Transfer,BR-145,Reversed,Reversed,2025-05-25,False,7500.0,False,False,,True,False
DSB-0009110,BEN-002764,PK0397821689368253,7500,2025-04,2025-04-15,Mobile Wallet,BR-158,Success,Success,2025-04-15,False,7500.0,False,False,,True,False
DSB-0017892,BEN-002159,PK3863850334693176,6000,2025-05,2025-05-23,Cash Pickup,BR-280,pending,Pending,2025-05-23,False,6000.0,False,False,,True,False
DSB-0014730,BEN-004451,PK3352065964330636,7500,2025-03,2025-03-25,Bank Transfer,BR-133,Success,Success,2025-03-25,False,7500.0,False,False,,True,False
DSB-0009799,BEN-002998,PK8481346982790974,6000,2025-04,2025-04-23,Bank Transfer,BR-232,Reversed,Reversed,2025-04-23,False,6000.0,False,False,,True,False
DSB-0008367,BEN-002526,PK0929144495306390,8000,2025-03,2025-03-20,Mobile Wallet,BR-155,Pending,Pending,2025-03-20,False,8000.0,False,False,,True,False
DSB-0008090,BEN-002443,PK6852489050022901,5000,2025-06,2025-06-02,Mobile Wallet,BR-111,Success,Success,2025-06-02,False,5000.0,False,False,,True,False
DSB-0006742,BEN-002029,PK9544024969151998,10000,2025-05,2025-05-07,Mobile Wallet,BR-152,Success,Success,2025-05-07,False,10000.0,False,False,,True,False
DSB-0008943,BEN-002703,PK4441604897788173,5000,2025-05,2025-05-03,Bank Transfer,BR-117,Success,Success,2025-05-03,False,5000.0,False,False,,True,False
DSB-0003380,BEN-001033,PK5659700207172255,7500,2025-07,2025-07-01,Mobile Wallet,BR-129,Success,Success,2025-07-01,False,7500.0,False,False,,True,False
DSB-0015895,BEN-004800,PK3623396609880962,200000.0,2025-04,2025-04-12,Mobile Wallet,BR-217,Success,Success,2025-04-12,False,,True,False,amount_flag,True,False
DSB-0016698,BEN-001633,PK9129998863235593,8000,2025-07,2025-07-21,Bank Transfer,BR-149,Reversed,Reversed,2025-07-21,False,8000.0,False,False,,True,False
DSB-0015413,BEN-004658,PK5103748647679845,7500,2025-04,2025-04-27,Mobile Wallet,BR-172,Success,Success,2025-04-27,False,7500.0,False,False,,True,False
DSB-0009676,BEN-002948,PK1594256553923430,6000,2025-03,2025-03-19,Cash Pickup,BR-112,Success,Success,2025-03-19,False,6000.0,False,False,,True,False
DSB-0005352,BEN-001613,PK8742528029593061,7500,2025-06,2025-06-11,Bank Transfer,BR-133,Success,Success,2025-06-11,False,7500.0,False,False,,True,False
DSB-0012429,BEN-003788,PK5144517636241581,5000,2025-05,2025-05-12,Cash Pickup,BR-158,Success,Success,2025-05-12,False,5000.0,False,False,,True,False
DSB-0006971,BEN-002116,PK5808387358600375,6000,2025-04,2025-04-06,Bank Transfer,BR-247,Success,Success,2025-04-06,False,6000.0,False,False,,True,False
DSB-0017730,BEN-003365,PK3908092219880788,6000,2025-05,2025-05-05,Cash Pickup,BR-264,Success,Success,2025-05-05,False,6000.0,False,False,,True,False
DSB-0008707,BEN-002630,PK6143259771245162,"Rs. 7,500",2025-03,2025-03-26,Cash Pickup,BR-272,Success,Success,2025-03-26,False,0.75,False,False,,True,False
DSB-0001663,BEN-000503,PK1491052790579992,6000,2025-07,2025-07-12,Mobile Wallet,BR-148,Success,Success,2025-07-12,False,6000.0,False,False,,True,False
DSB-0006636,BEN-002003,PK4050212444604053,"6,000",2025-04,2025-04-23,Cash Pickup,BR-271,Success,Success,2025-04-23,False,6000.0,False,False,,True,False
DSB-0008416,BEN-002538,PK1952637974275885,8000,2025-02,2025-02-11,Mobile Wallet,BR-281,Success,Success,2025-02-11,False,8000.0,False,False,,True,False
DSB-0013815,BEN-004180,PK4782754636877973,10000,2025-06,,Mobile Wallet,BR-168,Success,Success,,False,10000.0,False,False,,True,False
DSB-0012911,BEN-003929,PK4990669711664352,6000,2025-06,2025-06-27,Bank Transfer,BR-143,Success,Success,2025-06-27,False,6000.0,False,False,,True,False
DSB-0015728,BEN-004744,PK5212905576786684,5000,2025-04,2025-04-02,Cash Pickup,BR-279,Pending,Pending,2025-04-02,False,5000.0,False,False,,True,False
DSB-0005558,BEN-001675,PK7125013544800101,10000,2025-02,2025-02-12,Cash Pickup,BR-105,pending,Pending,2025-02-12,False,10000.0,False,False,,True,False
DSB-0004633,BEN-001414,PK9406549334659534,5000,2025-03,2025-03-10,Bank Transfer,BR-170,SUCCESS,Success,2025-03-10,False,5000.0,False,False,,True,False
DSB-0008757,BEN-002648,PK5238588257806391,6000,2025-07,2025-07-15,Bank Transfer,BR-234,Success,Success,2025-07-15,False,6000.0,False,False,,True,False
DSB-0007965,BEN-002404,PK1290461919715965,8000,2025-07,2025-07-08,Cash Pickup,BR-199,Pending,Pending,2025-07-08,False,8000.0,False,False,,True,False
DSB-0004897,BEN-001482,PK3605069062939858,"8,000",2025-03,2025-03-24,Cash Pickup,BR-111,Success,Success,2025-03-24,False,8000.0,False,False,,True,False
DSB-0014894,BEN-004502,PK9220520340557602,7500,2025-04,2025-04-22,Bank Transfer,BR-221,Pending,Pending,2025-04-22,False,7500.0,False,False,,True,False
DSB-0007440,BEN-002255,PK1093762443330393,10000,2025-05,2025-05-05,Cash Pickup,BR-140,Reversed,Reversed,2025-05-05,False,10000.0,False,False,,True,False
DSB-0002202,BEN-000667,PK2393566865804925,10000,2025-02,2025-02-13,Bank Transfer,BR-109,Succes,Success,2025-02-13,False,10000.0,False,False,,True,False
DSB-0006071,BEN-001813,PK1962620836517377,8000,2025-05,2025-05-12,Mobile Wallet,BR-162,Success,Success,2025-05-12,False,8000.0,False,False,,True,False
DSB-0009391,BEN-002864,PK0194317690310456,6000,2025-07,2025-07-09,Cash Pickup,BR-161,Pending,Pending,2025-07-09,False,6000.0,False,False,,True,False
DSB-0009875,BEN-003018,PK6323236323128407,5000,2025-07,2025-07-22,Mobile Wallet,BR-103,Pending,Pending,2025-07-22,False,5000.0,False,False,,True,False
DSB-0009278,BEN-002828,PK3068407264267048,7500,2025-07,2025-07-15,Mobile Wallet,BR-175,Success,Success,2025-07-15,False,7500.0,False,False,,True,False
