disbursement_id,beneficiary_id,bank_account_number,amount_pkr,disbursement_cycle,disbursement_date,payment_method,branch_or_agent_code,status,status_clean,disbursement_date_clean,disb_date_parse_failed,amount_pkr_clean,amount_flag,payment_method_missing,data_quality_flags,shared_bank_account_flag,orphaned_beneficiary_flag
DSB-0013007,BEN-003905,PK5948468902924871,5000,2025-03,2025-03-07,Cash Pickup,BR-141,Success,Success,2025-03-07,False,5000.0,False,False,,True,False
DSB-0005863,BEN-001743,PK9693759622773159,8000,2025-02,2025-02-20,Bank Transfer,BR-264,Reversed,Reversed,2025-02-20,False,8000.0,False,False,,True,False
DSB-0010538,BEN-003154,PK1672255336605052,10000,2025-02,2025-02-04,Bank Transfer,BR-191,Success,Success,2025-02-04,False,10000.0,False,False,,True,False
DSB-0000770,BEN-000232,PK1323673459033845,7500,2025-03,2025-03-13,Bank Transfer,BR-284,Success,Success,2025-03-13,False,7500.0,False,False,,True,False
DSB-0016380,BEN-004903,PK6527100365369372,10000,2025-07,,Cash Pickup,BR-132,Succes,Success,,False,10000.0,False,False,,True,False
DSB-0014603,BEN-004380,PK8313122803458268,6000,2025-05,2025-05-24,Mobile Wallet,BR-245,SUCCESS,Success,2025-05-24,False,6000.0,False,False,,True,False
DSB-0003019,BEN-000908,PK3208009340231313,5000,2025-07,2025-07-20,Mobile Wallet,BR-205,success,Success,2025-07-20,False,5000.0,False,False,,True,False
DSB-0011745,BEN-003537,PK8725341325764956,7500,2025-05,2025-05-09,Bank Transfer,BR-284,Reversed,Reversed,2025-05-09,False,7500.0,False,False,,True,False
DSB-0016025,BEN-004796,PK0058698115320652,"Rs. 7,500",2025-05,2025-05-01,Mobile Wallet,BR-224,Success,Success,2025-05-01,False,0.75,False,False,,True,False
DSB-0013274,BEN-003983,PK1231085040227676,5000,2025-04,2025-04-22,Cash Pickup,BR-106,Succes,Success,2025-04-22,False,5000.0,False,False,,True,False
DSB-0000176,BEN-000059,PK2835855886815737,6000,2025-02,2025-02-06,Mobile Wallet,BR-299,success,Success,2025-02-06,False,6000.0,False,False,,True,False
DSB-0006399,BEN-001902,PK7584328836684291,"Rs. 10,000",2025-07,2025-07-21,Mobile Wallet,BR-160,Success,Success,2025-07-21,False,0.1,False,False,,True,False
DSB-0011357,BEN-003415,PK6368615249700378,"Rs. 10,000",2025-04,2025-04-27,Mobile Wallet,BR-187,Pending,Pending,2025-04-27,False,0.1,False,False,,True,False
DSB-0013781,BEN-004138,PK4285250794752467,"10,000",2025-04,2025-04-12,Bank Transfer,BR-152,Success,Success,2025-04-12,False,10000.0,False,False,,True,False
DSB-0003605,BEN-001091,PK8293844019197424,160000.0,2025-05,2025-05-24,Bank Transfer,BR-133,Succes,Success,2025-05-24,False,,True,False,amount_flag,True,False
DSB-0012956,BEN-003890,PK8173645180497251,6000,2025-02,2025-02-15,Bank Transfer,BR-169,Success,Success,2025-02-15,False,6000.0,False,False,,True,False
DSB-0006130,BEN-001819,PK2441805284890389,10000,2025-02,2025-02-02,Mobile Wallet,BR-247,Success,Success,2025-02-02,False,10000.0,False,False,,True,False
DSB-0006147,BEN-001822,PK4196341276183740,8000,2025-07,2025-07-11,Cash Pickup,BR-116,Success,Success,2025-07-11,False,8000.0,False,False,,True,False
DSB-0007096,BEN-002117,PK0315188144198227,7500,2025-06,2025-06-01,Mobile Wallet,BR-282,Success,Success,2025-06-01,False,7500.0,False,False,,True,False
DSB-0007841,BEN-002333,PK4147933203939506,6000,2025-05,2025-05-05,Bank Transfer,BR-197,Pending,Pending,2025-05-05,False,6000.0,False,False,,True,False
DSB-0003972,BEN-001194,PK0025597839599867,5000,2025-02,2025-02-02,Cash Pickup,BR-220,Reversed,Reversed,2025-02-02,False,5000.0,False,False,,True,False
DSB-0013284,BEN-003989,PK6969678229523445,5000,2025-03,2025-03-01,Bank Transfer,BR-260,pending,Pending,2025-03-01,False,5000.0,False,False,,True,False
DSB-0017542,BEN-003842,PK1390043083291247,6000,2025-02,2025-02-10,Cash Pickup,BR-144,Success,Success,2025-02-10,False,6000.0,False,False,,True,False
DSB-0009536,BEN-002847,PK9578833035282059,7500,2025-07,2025-07-05,Mobile Wallet,BR-160,Reversed,Reversed,2025-07-05,False,7500.0,False,False,,True,False
DSB-0012369,BEN-003718,PK7593157183937251,10000,2025-06,2025-06-08,Cash Pickup,BR-209,Success,Success,2025-06-08,False,10000.0,False,False,,True,False
DSB-0010073,BEN-003017,PK2499090267164466,10000,2025-04,2025-04-13,Mobile Wallet,BR-285,Succes,Success,2025-04-13,False,10000.0,False,False,,True,False
DSB-0013811,BEN-004148,PK2929815757202861,10000,2025-05,2025-05-13,Bank Transfer,BR-105,Success,Success,2025-05-13,False,10000.0,False,False,,True,False
DSB-0014800,BEN-004437,PK3820464347978494,7500,2025-03,2025-03-21,Cash Pickup,BR-127,Pending,Pending,2025-03-21,False,7500.0,False,False,,True,False
DSB-0001282,BEN-000403,PK5174423435724937,"Rs. 6,000",2025-06,2025-06-04,Bank Transfer,BR-160,Reversed,Reversed,2025-06-04,False,0.6,False,False,,True,False
DSB-0014141,BEN-004252,PK9262228222236384,8000,2025-02,2025-02-12,Bank Transfer,BR-270,Success,Success,2025-02-12,False,8000.0,False,False,,True,False
DSB-0003362,BEN-001020,PK1239226791880447,7500,2025-07,2025-07-19,Bank Transfer,BR-167,Success,Success,2025-07-19,False,7500.0,False,False,,True,False
DSB-0011821,BEN-003560,PK6091423124675290,10000,2025-05,2025-05-10,Mobile Wallet,BR-209,Success,Success,2025-05-10,False,10000.0,False,False,,True,False
DSB-0006507,BEN-001940,PK6796779152511761,10000,2025-05,2025-05-15,Cash Pickup,BR-291,Success,Success,2025-05-15,False,10000.0,False,False,,True,False
DSB-0010362,BEN-003106,PK0765135495704790,8000,2025-06,2025-06-16,Mobile Wallet,BR-121,Success,Success,2025-06-16,False,8000.0,False,False,,True,False
DSB-0006622,BEN-001972,PK1286394854248249,"Rs. 10,000",2025-03,2025-03-21,Bank Transfer,BR-286,Reversed,Reversed,2025-03-21,False,0.1,False,False,,True,False
DSB-0017476,BEN-001814,PK7326551995595978,6000,2025-02,2025-02-21,Mobile Wallet,BR-218,Reversed,Reversed,2025-02-21,False,6000.0,False,False,,True,False
DSB-0002562,BEN-000775,PK8671466915430164,6000,2025-03,2025-03-12,,BR-246,Reversed,Reversed,2025-03-12,False,6000.0,False,True,payment_method_missing,True,False
DSB-0016876,BEN-000623,PK3994327112548889,10000,2025-05,2025-05-11,Cash Pickup,BR-294,Success,Success,2025-05-11,False,10000.0,False,False,,True,False
DSB-0004722,BEN-001403,PK0369676905617947,8000,2025-06,2025-06-08,Bank Transfer,BR-101,Success,Success,2025-06-08,False,8000.0,False,False,,True,False
DSB-0003267,BEN-000986,PK9925072536446891,5000,2025-03,2025-03-04,Bank Transfer,BR-295,Success,Success,2025-03-04,False,5000.0,False,False,,True,False
DSB-0009534,BEN-002847,PK9578833035282059,10000,2025-05,2025-05-26,Cash Pickup,BR-239,Success,Success,2025-05-26,False,10000.0,False,False,,True,False
DSB-0010170,BEN-003051,PK4796419115808703,8000,2025-02,2025-02-26,Mobile Wallet,BR-110,Reversed,Reversed,2025-02-26,False,8000.0,False,False,,True,False
DSB-0001447,BEN-000454,PK8021661793714975,5000,2025-03,2025-03-14,Cash Pickup,BR-124,Success,Success,2025-03-14,False,5000.0,False,False,,True,False
DSB-0014138,BEN-004251,PK7839719446301392,5000,2025-04,2025-04-13,Mobile Wallet,BR-265,Success,Success,2025-04-13,False,5000.0,False,False,,True,False
DSB-0015340,BEN-004584,PK4656240598072737,8000,2025-04,2025-04-06,Bank Transfer,BR-111,Success,Success,2025-04-06,False,8000.0,False,False,,True,False
DSB-0014775,BEN-004431,PK9127705341590173,8000,2025-06,2025-06-12,Bank Transfer,BR-236,Pending,Pending,2025-06-12,False,8000.0,False,False,,True,False
DSB-0018026,BEN-000081,PK1880549701197366,7500,2025-04,2025-04-03,Bank Transfer,BR-259,Success,Success,2025-04-03,False,7500.0,False,False,,True,False
DSB-0004267,BEN-001274,PK8755927493439448,"Rs. 10,000",2025-02,2025-02-21,Bank Transfer,BR-133,Reversed,Reversed,2025-02-21,False,0.1,False,False,,True,False
DSB-0008612,BEN-002574,PK1302736237370533,"Rs. 10,000",2025-07,2025-07-18,Mobile Wallet,BR-292,Success,Success,2025-07-18,False,0.1,False,False,,True,False
DSB-0013334,BEN-004008,PK5803088875490189,10000,2025-06,,Mobile Wallet,BR-117,Success,Success,,False,10000.0,False,False,,True,False
DSB-0006061,BEN-001800,PK7102918351592365,10000,2025-05,2025-05-17,Cash Pickup,BR-250,pending,Pending,2025-05-17,False,10000.0,False,False,,True,False
DSB-0015227,BEN-004547,PK4846759801465045,10000,2025-06,2025-06-08,Bank Transfer,BR-262,Success,Success,2025-06-08,False,10000.0,False,False,,True,False
DSB-0009606,BEN-002874,PK7887382867369726,"Rs. 7,500",2025-07,2025-07-07,Bank Transfer,BR-196,SUCCESS,Success,2025-07-07,False,0.75,False,False,,True,False
DSB-0004235,BEN-001265,PK7490402513494128,10000,2025-02,2025-02-16,Mobile Wallet,BR-126,Pending,Pending,2025-02-16,False,10000.0,False,False,,True,False
DSB-0006603,BEN-001966,PK5881347295668498,"5,000",2025-02,2025-02-20,,BR-189,Reversed,Reversed,2025-02-20,False,5000.0,False,True,payment_method_missing,True,False
DSB-0012883,BEN-003871,PK1147220916734900,10000,2025-07,2025-07-06,Cash Pickup,BR-109,Pending,Pending,2025-07-06,False,10000.0,False,False,,True,False
DSB-0012073,BEN-003637,PK9988055460740654,8000,2025-03,2025-03-03,Cash Pickup,BR-250,Success,Success,2025-03-03,False,8000.0,False,False,,True,False
DSB-0017169,BEN-003699,PK4228569147497315,6000,2025-06,2025-06-03,Cash Pickup,BR-166,Pending,Pending,2025-06-03,False,6000.0,False,False,,True,False
DSB-0011723,BEN-003532,PK1602122299567557,"Rs. 10,000",2025-05,2025-05-09,Mobile Wallet,BR-235,Success,Success,2025-05-09,False,0.1,False,False,,True,False
DSB-0013035,BEN-003913,PK5155151012061005,5000,2025-03,2025-03-20,Bank Transfer,BR-152,Pending,Pending,2025-03-20,False,5000.0,False,False,,True,False
DSB-0001518,BEN-000470,PK6848588256559772,5000,2025-06,2025-06-01,Bank Transfer,BR-164,Success,Success,2025-06-01,False,5000.0,False,False,,True,False
DSB-0017555,BEN-000599,PK3035034330195983,"6,000",2025-03,2025-03-12,Cash Pickup,BR-268,Pending,Pending,2025-03-12,False,6000.0,False,False,,True,False
DSB-0012203,BEN-003672,PK2630743538504978,7500,2025-03,2025-03-01,Bank Transfer,BR-279,Pending,Pending,2025-03-01,False,7500.0,False,False,,True,False
DSB-0006437,BEN-001917,PK4524714746229460,6000,2025-02,2025-02-23,Bank Transfer,BR-108,SUCCESS,Success,2025-02-23,False,6000.0,False,False,,True,False
DSB-0000665,BEN-000199,PK5472160566563252,6000,2025-07,2025-07-09,Cash Pickup,BR-120,Success,Success,2025-07-09,False,6000.0,False,False,,True,False
DSB-0003588,BEN-001086,PK1041852761652886,7500,2025-05,2025-05-20,Bank Transfer,BR-287,Success,Success,2025-05-20,False,7500.0,False,False,,True,False
DSB-0006402,BEN-001903,PK3830030789132657,5000,2025-04,2025-04-07,Bank Transfer,BR-137,Reversed,Reversed,2025-04-07,False,5000.0,False,False,,True,False
DSB-0017085,BEN-001037,PK8648755521325328,"Rs. 8,000",2025-03,2025-03-01,Cash Pickup,BR-105,Success,Success,2025-03-01,False,0.8,False,False,,True,False
DSB-0003095,BEN-000936,PK6118106138754883,10000,2025-05,2025-05-17,Mobile Wallet,BR-282,Success,Success,2025-05-17,False,10000.0,False,False,,True,False
DSB-0012211,BEN-003673,PK4570835293859359,8000,2025-05,2025-05-21,Bank Transfer,BR-120,Success,Success,2025-05-21,False,8000.0,False,False,,True,False
DSB-0003358,BEN-001020,PK1239226791880447,6000,2025-03,2025-03-23,Mobile Wallet,BR-174,Pending,Pending,2025-03-23,False,6000.0,False,False,,True,False
DSB-0004943,BEN-001479,PK6678500739914550,8000,2025-04,2025-04-23,Mobile Wallet,BR-188,Success,Success,2025-04-23,False,8000.0,False,False,,True,False
DSB-0014381,BEN-004322,PK7983208778793833,8000,2025-03,2025-03-18,Bank Transfer,BR-270,Success,Success,2025-03-18,False,8000.0,False,False,,True,False
DSB-0017942,BEN-000898,PK9710928164843861,8000,2025-07,2025-07-01,Bank Transfer,BR-268,Reversed,Reversed,2025-07-01,False,8000.0,False,False,,True,False
DSB-0015932,BEN-004768,PK0093832052551395,6000,2025-06,2025-06-04,Cash Pickup,BR-192,Success,Success,2025-06-04,False,6000.0,False,False,,True,False
DSB-0008145,BEN-002430,PK1669140108606997,5000,2025-05,2025-05-13,Bank Transfer,BR-139,Success,Success,2025-05-13,False,5000.0,False,False,,True,False
DSB-0005091,BEN-001518,PK7335792107781278,5000,2025-07,2025-07-17,Bank Transfer,BR-138,Succes,Success,2025-07-17,False,5000.0,False,False,,True,False
DSB-0018347,BEN-900000,PK2520238111333389,5000,2025-03,2025-03-08,Bank Transfer,BR-221,Succes,Success,2025-03-08,False,5000.0,False,False,,False,True
DSB-0010897,BEN-003266,PK0488179927960268,5000,2025-04,2025-04-14,,BR-246,Pending,Pending,2025-04-14,False,5000.0,False,True,payment_method_missing,True,False
DSB-0017021,BEN-001962,PK4907185109832264,10000,2025-06,2025-06-22,Cash Pickup,BR-189,Success,Success,2025-06-22,False,10000.0,False,False,,True,False
DSB-0005568,BEN-001651,PK3158298611817869,5000,2025-07,2025-07-14,Bank Transfer,BR-162,Success,Success,2025-07-14,False,5000.0,False,False,,True,False
DSB-0014203,BEN-004268,PK3149291112029191,7500,2025-03,2025-03-05,Bank Transfer,BR-153,Success,Success,2025-03-05,False,7500.0,False,False,,True,False
DSB-0009725,BEN-002911,PK5560774217054646,5000,2025-04,2025-04-07,Cash Pickup,BR-173,Pending,Pending,2025-04-07,False,5000.0,False,False,,True,False
DSB-0001587,BEN-000493,PK4523995956827661,8000,2025-04,2025-04-01,Bank Transfer,BR-289,SUCCESS,Success,2025-04-01,False,8000.0,False,False,,True,False
DSB-0012117,BEN-003646,PK0958940279958356,7500,2025-07,2025-07-27,Cash Pickup,BR-211,Success,Success,2025-07-27,False,7500.0,False,False,,True,False
DSB-0004696,BEN-001398,PK1751831537173809,8000,2025-07,2025-07-05,Mobile Wallet,BR-270,Succes,Success,2025-07-05,False,8000.0,False,False,,True,False
DSB-0009330,BEN-002787,PK2451795122561182,8000,2025-07,2025-07-26,Bank Transfer,BR-207,Success,Success,2025-07-26,False,8000.0,False,False,,True,False
DSB-0007716,BEN-002296,PK2187015644750666,6000,2025-05,2025-05-19,Bank Transfer,BR-197,Success,Success,2025-05-19,False,6000.0,False,False,,True,False
DSB-0006120,BEN-001814,PK1377043798009330,6000,2025-03,2025-03-04,Cash Pickup,BR-109,Reversed,Reversed,2025-03-04,False,6000.0,False,False,,True,False
DSB-0004965,BEN-001485,PK0084577225020869,7500,2025-04,2025-04-07,Mobile Wallet,BR-144,Success,Success,2025-04-07,False,7500.0,False,False,,True,False
DSB-0015953,BEN-004776,PK3939909049522916,"Rs. 8,000",2025-04,2025-04-06,Mobile Wallet,BR-220,Reversed,Reversed,2025-04-06,False,0.8,False,False,,True,False
DSB-0007242,BEN-002156,PK5578101248631904,10000,2025-05,2025-05-08,Cash Pickup,BR-283,Reversed,Reversed,2025-05-08,False,10000.0,False,False,,True,False
DSB-0016124,BEN-004822,PK1068207096044473,5000,2025-06,2025-06-02,Mobile Wallet,BR-124,Succes,Success,2025-06-02,False,5000.0,False,False,,True,False
DSB-0007610,BEN-002267,PK6614210743158861,10000,2025-03,2025-03-01,Cash Pickup,BR-231,Reversed,Reversed,2025-03-01,False,10000.0,False,False,,True,False
DSB-0006958,BEN-002072,PK4787224411738495,8000,2025-07,2025-07-18,Cash Pickup,BR-292,Success,Success,2025-07-18,False,8000.0,False,False,,True,False
DSB-0008999,BEN-002691,PK3368767489758619,8000,2025-02,2025-02-01,Bank Transfer,BR-185,Pending,Pending,2025-02-01,False,8000.0,False,False,,True,False
DSB-0003158,BEN-000956,PK7950602734333905,6000,2025-04,2025-04-09,Mobile Wallet,BR-290,Success,Success,2025-04-09,False,6000.0,False,False,,True,False
DSB-0007121,BEN-002124,PK8701679738490447,8000,2025-05,2025-05-15,Bank Transfer,BR-180,Reversed,Reversed,2025-05-15,False,8000.0,False,False,,True,False
DSB-0017984,BEN-000665,PK2269695622101623,"Rs. 10,000",2025-07,2025-07-20,Mobile Wallet,BR-296,Success,Success,2025-07-20,False,0.1,False,False,,True,False
DSB-0004630,BEN-001370,PK1940782904367126,10000,2025-06,,Mobile Wallet,BR-245,Pending,Pending,,False,10000.0,False,False,,False,False
DSB-0003131,BEN-000946,PK6548136872190418,10000,2025-07,2025-07-27,Cash Pickup,BR-261,success,Success,2025-07-27,False,10000.0,False,False,,True,False
DSB-0001133,BEN-000359,PK8896233413999019,6000,2025-03,2025-03-26,Cash Pickup,BR-181,Success,Success,2025-03-26,False,6000.0,False,False,,True,False
DSB-0017178,BEN-003799,PK0835752671882548,6000,2025-03,2025-03-19,Cash Pickup,BR-276,Succes,Success,2025-03-19,False,6000.0,False,False,,True,False
DSB-0004455,BEN-001322,PK5877825493820313,10000,2025-07,2025-07-24,Bank Transfer,BR-229,Success,Success,2025-07-24,False,10000.0,False,False,,True,False
DSB-0012833,BEN-003857,PK9780727902207889,7500,2025-06,2025-06-15,Cash Pickup,BR-199,Success,Success,2025-06-15,False,7500.0,False,False,,True,False
DSB-0009237,BEN-002763,PK7833579311750810,"Rs. 6,000",2025-03,2025-03-28,Mobile Wallet,BR-266,Reversed,Reversed,2025-03-28,False,0.6,False,False,,True,False
DSB-0015087,BEN-004509,PK9711283648775848,6000,2025-05,2025-05-20,Cash Pickup,BR-260,Success,Success,2025-05-20,False,6000.0,False,False,,True,False
DSB-0006042,BEN-001793,PK8133785358884698,10000,2025-07,2025-07-06,Bank Transfer,BR-177,Pending,Pending,2025-07-06,False,10000.0,False,False,,True,False
DSB-0013878,BEN-004171,PK9285619102380830,6000,2025-04,2025-04-11,Mobile Wallet,BR-129,Success,Success,2025-04-11,False,6000.0,False,False,,True,False
DSB-0002626,BEN-000789,PK2090211857651255,"Rs. 5,000",2025-07,2025-07-23,Mobile Wallet,BR-105,Success,Success,2025-07-23,False,0.5,False,False,,True,False
DSB-0015187,BEN-004538,PK0461983912006883,6000,2025-04,2025-04-26,Bank Transfer,BR-100,Pending,Pending,2025-04-26,False,6000.0,False,False,,True,False
DSB-0009565,BEN-002857,PK0591616384585301,10000,2025-06,2025-06-26,Bank Transfer,BR-176,Success,Success,2025-06-26,False,10000.0,False,False,,True,False
DSB-0004438,BEN-001319,PK6289576328934333,10000,2025-07,2025-07-18,Bank Transfer,BR-124,Success,Success,2025-07-18,False,10000.0,False,False,,True,False
DSB-0006117,BEN-001811,PK2356053134380863,7500,2025-06,2025-06-03,Mobile Wallet,BR-230,Success,Success,2025-06-03,False,7500.0,False,False,,True,False
